Credential ID,Name,Type,Business Name,DBA,Full Credential Code,Credential Type,Credential Number,Credential Subcategory,Credential,Status,Status Reason,Active,Issue Date,Effective Date,Expiration Date,Address,City,State,Zip Code,Date Record Refreshed ,Location
929717,MASONIC HEALTHCARE CENTER,BUSINESS,MASONIC HEALTHCARE CENTER,"MASONIC GERIATRIC HEALTHCARE CENTER ""MGHC""",ALSA.0AL0031,ALSA,AL0031,,Assisted Living Service Agency,INACTIVE,,0,10/01/2000 12:00:00 AM,10/01/2000 12:00:00 AM,09/30/2002 12:00:00 AM,22 MASONIC AVENUE,WALLINGFORD,CT,6492,05/18/2010 12:00:00 AM,POINT (-72.836303987 41.463836004)
929590,NEW ENGLAND HOME CARE INC.,BUSINESS,NEW ENGLAND HOME CARE INC.,"NEW ENGLAND HOME CARE, INC.",ALSA.0000089,ALSA,89,,Assisted Living Service Agency,INACTIVE,,0,01/01/2005 12:00:00 AM,01/01/2005 12:00:00 AM,12/31/2006 12:00:00 AM,57 Plains Road,Milford,CT,6460,05/18/2010 12:00:00 AM,POINT (-73.074394964 41.223011017)
930704,NORTHBRIDGE HEALTHCARE CENTER INC.,CORPORATION,NORTHBRIDGE HEALTHCARE CENTER INC.,NORTHBRIDGE HEALTHCARE CENTER,CCNH.002183C,CCNH,2183C,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,10/01/2008 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,2875 MAIN ST,BRIDGEPORT,CT,66064204,12/06/2023 12:00:00 AM,POINT (-73.204170965 41.20125298)
930150,SILVER SPRINGS CARE CENTER,BUSINESS,SILVER SPRINGS CARE CENTER,SILVER SPRINGS CARE CENTER,CCRH.0002289,CCRH,2289,,Chronic & Convalescent Nursing Homes and Rest Home with Nursing Supervision,CLOSED,CLOSED,0,10/01/2009 12:00:00 AM,10/01/2017 12:00:00 AM,09/30/2019 12:00:00 AM,33 ROY ST,MERIDEN,CT,64506470,10/08/2021 12:00:00 AM,POINT (-72.804723993 41.525023017)
1248815,MAPLEWOOD AT DARIEN,LIMITED LIABILITY COMPANY,MAPLEWOOD AT DARIEN,MAPLEWOOD AT DARIEN,ALSA.0000171,ALSA,171,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/06/2014 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,599 POST RD,DARIEN,CT,68203609,04/13/2023 12:00:00 AM,POINT (-73.465231039 41.082576002)
2387332,ARBORS OF HOP BROOK,BUSINESS,ARBORS OF HOP BROOK,ARBORS OF HOP BROOK,ALSA.0000236,ALSA,236,,Assisted Living Service Agency,ACTIVE,CURRENT,1,07/28/2022 12:00:00 AM,07/15/2022 12:00:00 AM,06/30/2024 12:00:00 AM,403 W CENTER  ST.,MANCHESTER,CT,6040,08/08/2023 12:00:00 AM,POINT (-72.554019006 41.770337979)
2247575,BRANFORD PEDIATRICS & ALLERGY PC,BUSINESS,BRANFORD PEDIATRICS & ALLERGY PC,BRANFORD PEDIATRICS & ALLERGY PC,CLAB.0000858,CLAB,858,,Clinical Laboratory,INACTIVE,INACTIVE,0,01/28/2004 12:00:00 AM,07/01/2019 12:00:00 AM,06/30/2021 12:00:00 AM,784 E MAIN ST,BRANFORD,CT,64052918,12/08/2021 12:00:00 AM,POINT (-72.751501004 41.308277981)
930537,WALNUT HILL INC,BUSINESS,WALNUT HILL INC,WALNUT HILL CARE CENTER,CCNH.001043C,CCNH,1043C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,10/01/2008 12:00:00 AM,10/01/2014 12:00:00 AM,09/30/2016 12:00:00 AM,55 GRAND ST,NEW BRITAIN,CT,60522021,10/28/2021 12:00:00 AM,POINT (-72.785014032 41.662754995)
930730,YALE UNIVERSITY,BUSINESS,YALE UNIVERSITY,YALE UNIVERSITY HEALTH SERVICES IN-PATIENT CARE FACILITY,CCNH.002040C,CCNH,2040C,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,07/01/2009 12:00:00 AM,07/01/2009 12:00:00 AM,06/30/2011 12:00:00 AM,17 Hillhouse Avenue,NEW HAVEN,CT,65208237,05/18/2010 12:00:00 AM,POINT (-72.923471002 41.312756013)
2246037,ADULT & PEDIATRIC DERMATOLOGY SPECIALISTS. PC,CORPORATION,ADULT & PEDIATRIC DERMATOLOGY SPECIALISTS. PC,ADULT & PEDIATRIC DERMATOLOGY SPECIALISTS. PC,CLAB.0000965,CLAB,965,,Clinical Laboratory,ACTIVE,CURRENT,1,03/31/1994 12:00:00 AM,01/01/2023 12:00:00 AM,12/31/2024 12:00:00 AM,162 KINGS HWY NORTH,WESTPORT,CT,6880,09/07/2022 12:00:00 AM,POINT (-73.36261802 41.14571801)
2311637,Dermatology Physicians of Ct,LIMITED LIABILITY PARTNERSHIP,Dermatology Physicians of Ct,Dermatology Physicians of CT,CLAB.0001076,CLAB,1076,,Clinical Laboratory,ACTIVE IN RENEWAL,ACTIVE,1,06/29/2022 12:00:00 AM,06/29/2022 12:00:00 AM,06/30/2024 12:00:00 AM,6 Shaws Cove,New London,CT,6320,01/17/2024 12:00:00 AM,POINT (-72.102112971 41.348896013)
930210,HEBREW COMMUNITY SERVICES INC.,CORPORATION,HEBREW COMMUNITY SERVICES INC.,HEBREW HEALTH CARE ASSISTED LIVING SERVICE AGENCY,ALSA.0AL0052,ALSA,AL0052,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,04/01/2008 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,160 SIMSBURY RD,WEST HARTFORD,CT,61171469,02/09/2023 12:00:00 AM,POINT (-72.73513802 41.802140009)
929866,SHP II/CSL TRUMBULL LLC,BUSINESS,SHP II/CSL TRUMBULL LLC,SPRING MEADOWS TRUMBULL,ALSA.0000103,ALSA,103,,Assisted Living Service Agency,CLOSED,CLOSED,0,10/01/2008 12:00:00 AM,10/01/2008 12:00:00 AM,09/30/2010 12:00:00 AM,6949 Main Street,Trumbull,CT,6611,10/20/2011 12:00:00 AM,POINT (-73.241097021 41.28798401)
2246507,WILLOWS PEDIATRIC GROUP,CORPORATION,WILLOWS PEDIATRIC GROUP,WILLOWS PEDIATRIC GROUP,CLAB.0000814,CLAB,814,,Clinical Laboratory,INACTIVE,INACTIVE,0,06/09/2003 12:00:00 AM,10/01/2021 12:00:00 AM,09/30/2023 12:00:00 AM,1563 POST RD E,WESTPORT,CT,68805602,03/15/2023 12:00:00 AM,POINT (-73.309692002 41.138968985)
930922,WHITNEY CENTER INCORPORATED,CORPORATION,WHITNEY CENTER INCORPORATED,"WHITNEY CENTER, INC",ALSA.0AL0001,ALSA,AL0001,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,200 LEEDER HILL DR,HAMDEN,CT,65172749,01/17/2024 12:00:00 AM,POINT (-72.921595971 41.349419002)
1798927,ANTHOLOGY OF FARMINGTON,LIMITED LIABILITY COMPANY,ANTHOLOGY OF FARMINGTON,ANTHOLOGY OF FARMINGTON,ALSA.0000216,ALSA,216,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/18/2019 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,1 BRIDGEWATER RD,FARMINGTON,CT,60322256,09/07/2023 12:00:00 AM,POINT (-72.850033041 41.739504017)
2424907,"ORAL & MAXILLOFACIAL SURGEONS OF MILFORD & DERBY, P.C.",CORPORATION,"ORAL & MAXILLOFACIAL SURGEONS OF MILFORD & DERBY, P.C.","ORAL & MAXILLOFACIAL SURGEONS OF MILFORD & DERBY, P.C.",ASC,ASC,,,Out-Patient Surgical Facility,EXPIRED APPLICATION,EXPIRED APPLICATION,0,,,,708 BOSTON POST ROAD,MILFORD,CT,6460,12/08/2023 12:00:00 AM,POINT (-73.058763972 41.232769983)
930721,ONE MACDONOUGH PLACE,CORPORATION,ONE MACDONOUGH PLACE,ONE MACDONOUGH PLACE,ALSA.0AL0029,ALSA,AL0029,,Assisted Living Service Agency,CLOSED,CLOSED,0,10/01/2008 12:00:00 AM,10/01/2018 12:00:00 AM,09/30/2020 12:00:00 AM,1 MACDONOUGH PL,MIDDLETOWN,CT,64573607,05/20/2021 12:00:00 AM,POINT (-72.646364055 41.555923165)
929168,COMMONWEALTH SENIOR LIVING AT HADDAM,LIMITED LIABILITY COMPANY,COMMONWEALTH SENIOR LIVING AT HADDAM,COMMONWEALTH SENIOR LIVING AT HADDAM,ALSA.0000148,ALSA,148,,Assisted Living Service Agency,ACTIVE,CURRENT,1,09/25/2009 12:00:00 AM,07/01/2023 12:00:00 AM,06/30/2025 12:00:00 AM,1556 SAYBROOK RD ROUTE 154,HADDAM,CT,64381370,12/20/2023 12:00:00 AM,POINT (-72.476354974 41.451578979)
930137,GOLDEN HILL,BUSINESS,GOLDEN HILL,GOLDEN HILL HEALTH CARE CENTER,CCNH.0002281,CCNH,2281,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,07/01/2009 12:00:00 AM,07/01/2013 12:00:00 AM,06/30/2015 12:00:00 AM,2028 BRIDGEPORT AVE,MILFORD,CT,64604613,10/27/2021 12:00:00 AM,POINT (-73.066832221 41.217172353)
2001475,CONNECTICUT SURGERY CENTER,LIMITED LIABILITY PARTNERSHIP,CONNECTICUT SURGERY CENTER,CONNECTICUT SURGERY CENTER,ASC.0000368,ASC,368,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,01/22/2020 12:00:00 AM,01/01/2024 12:00:00 AM,12/31/2025 12:00:00 AM,55 SOUTH RD STE 100,FARMINGTON,CT,60322093,01/16/2024 12:00:00 AM,POINT (-72.797686967 41.724943017)
930676,NOTRE DAME HEALTH AND REHABILITATION CENTER,NON-PROFIT CORPORATION,NOTRE DAME HEALTH AND REHABILITATION CENTER,NOTRE DAME HEALTH AND REHABILITATION CENTER,CCNH.000286C,CCNH,286C,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,01/01/2010 12:00:00 AM,01/01/2022 12:00:00 AM,12/31/2023 12:00:00 AM,76 W ROCKS RD,NORWALK,CT,68512231,12/13/2023 12:00:00 AM,POINT (-73.412780023 41.133688009)
2245987,"ILLUME FERTILITY, PLLC",BUSINESS,"ILLUME FERTILITY, PLLC","ILLUME FERTILITY, PLLC",CLAB.0000697,CLAB,697,,Clinical Laboratory,ACTIVE,CURRENT,1,07/19/2013 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,115 TECHNOLOGY DRIVE,TRUMBULL,CT,6611,11/15/2022 12:00:00 AM,POINT (-73.231275023 41.296437998)
994333,SPRING MEADOWS TRUMBULL,LIMITED LIABILITY COMPANY,SPRING MEADOWS TRUMBULL,SPRING MEADOWS TRUMBULL,ALSA.0000154,ALSA,154,,Assisted Living Service Agency,CLOSED,CLOSED,0,04/20/2011 12:00:00 AM,04/01/2019 12:00:00 AM,03/31/2021 12:00:00 AM,6949 MAIN ST,TRUMBULL,CT,66116304,06/23/2021 12:00:00 AM,POINT (-73.241097021 41.28798401)
930157,341 JORDAN LANE OPERATING COMPANY II LLC,BUSINESS,341 JORDAN LANE OPERATING COMPANY II LLC,WETHERSFIELD HEALTH CARE CENTER,CCNH.0002283,CCNH,2283,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,07/01/2009 12:00:00 AM,08/20/2012 12:00:00 AM,06/30/2013 12:00:00 AM,341 JORDAN LANE,WETHERSFIELD,CT,6109,08/23/2012 12:00:00 AM,POINT (-72.679965986 41.721164999)
2419565,SASCO HILL SURGERY CENTER,LIMITED LIABILITY COMPANY,SASCO HILL SURGERY CENTER,SASCO HILL SURGERY CENTER,ASC.0000378,ASC,378,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,11/17/2022 12:00:00 AM,11/15/2022 12:00:00 AM,09/30/2024 12:00:00 AM,2600 POST ROAD,SOUTHPORT,CT,6890,11/17/2022 12:00:00 AM,POINT (-73.278161964 41.140128999)
1510923,WHISPERING PINES REHABILITATION AND NURSING CENTER,LIMITED LIABILITY COMPANY,WHISPERING PINES REHABILITATION AND NURSING CENTER,WHISPERING PINES REHABILITATION AND NURSING CENTER,CCNH.0002443,CCNH,2443,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,05/03/2018 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,38 TALMADGE AVE,EAST HAVEN,CT,65123541,08/28/2023 12:00:00 AM,POINT (-72.864480006 41.263503992)
930692,SHADY KNOLL HEALTH CENTER,CORPORATION,SHADY KNOLL HEALTH CENTER,SHADY KNOLL HEALTH CENTER,CCNH.002107C,CCNH,2107C,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,04/01/2009 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,41 SKOKORAT ST,SEYMOUR,CT,64833826,12/12/2023 12:00:00 AM,POINT (-73.056610996 41.401768011)
929799,CAPITAL SENIOR LIVING INC.,BUSINESS,CAPITAL SENIOR LIVING INC.,"CAPITAL SENIOR LIVING, INC.",ALSA.AL-0053,ALSA,AL-0053,,Assisted Living Service Agency,INACTIVE,,0,04/01/2004 12:00:00 AM,04/01/2004 12:00:00 AM,03/31/2006 12:00:00 AM,6469 Main Street,Trumbull,CT,6611,05/18/2010 12:00:00 AM,POINT (-73.227485983 41.276371009)
996312,BROOKDALE MOUNTAIN LAUREL HEBRON,CORPORATION,BROOKDALE MOUNTAIN LAUREL HEBRON,BROOKDALE MOUNTAIN LAUREL HEBRON,ALSA.0000156,ALSA,156,,Assisted Living Service Agency,CLOSED,CLOSED,0,05/04/2011 12:00:00 AM,04/01/2017 12:00:00 AM,03/31/2019 12:00:00 AM,1177 HEBRON AVE,GLASTONBURY,CT,60335008,05/30/2018 12:00:00 AM,POINT (-72.565748079 41.718266981)
930101,VILLAGE RETIREMENT COMMUNITIES LLC,BUSINESS,VILLAGE RETIREMENT COMMUNITIES LLC,VILLAGE AT EAST FARMS,ALSA.0AL0034,ALSA,AL0034,,Assisted Living Service Agency,INACTIVE,,0,10/01/2004 12:00:00 AM,10/01/2004 12:00:00 AM,09/30/2006 12:00:00 AM,180 SCOTT ROAD,WATERBURY,CT,6705,05/18/2010 12:00:00 AM,POINT (-72.994008992 41.536449018)
930473,CONNECTICUT SURGERY CENTER,LIMITED LIABILITY PARTNERSHIP,CONNECTICUT SURGERY CENTER,CONNECTICUT SURGERY CENTER,ASC.0000270,ASC,270,,Out-Patient Surgical Facility,CLOSED,CLOSED,0,04/01/2009 12:00:00 AM,04/01/2019 12:00:00 AM,03/31/2021 12:00:00 AM,81 GILLETTE ST,HARTFORD,CT,6105,01/23/2020 12:00:00 AM,POINT (-72.721536693 41.755261186)
929755,"PINES AT BRISTOL CENTER FOR NURSING & REHABILITATION, THE",LIMITED LIABILITY PARTNERSHIP,"PINES AT BRISTOL CENTER FOR NURSING & REHABILITATION, THE","PINES AT BRISTOL CENTER FOR NURSING & REHABILITATION, THE",CCNH.0002329,CCNH,2329,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,01/01/2014 12:00:00 AM,01/01/2024 12:00:00 AM,12/31/2025 12:00:00 AM,61 BELLEVUE AVE,BRISTOL,CT,60105815,12/13/2023 12:00:00 AM,POINT (-72.940848029 41.675148016)
2414335,Health Outlook Corporation,BUSINESS,Health Outlook Corporation,Health Outlook Corporation,CLAB.0001083,CLAB,1083,,Clinical Laboratory,ACTIVE,CURRENT,1,01/23/2023 12:00:00 AM,01/23/2023 12:00:00 AM,03/31/2025 12:00:00 AM,93 Shennecossett Rd,Groton,CT,6340,01/23/2023 12:00:00 AM,POINT (-72.073190963 41.336570006)
2243893,SKIN CARE PHYSICIANS OF FAIRFIELD COUNTY,LIMITED LIABILITY COMPANY,SKIN CARE PHYSICIANS OF FAIRFIELD COUNTY,SKIN CARE PHYSICIANS OF FAIRFIELD COUNTY,CLAB.0000907,CLAB,907,,Clinical Laboratory,ACTIVE IN RENEWAL,CURRENT,1,10/25/2013 12:00:00 AM,04/01/2022 12:00:00 AM,03/30/2024 12:00:00 AM,13 PARK ST,NORWALK,CT,68514811,01/17/2024 12:00:00 AM,POINT (-73.40879996 41.12006398)
929883,LUTHER RIDGE AT MIDDLETOWN INC.,NON-PROFIT CORPORATION,LUTHER RIDGE AT MIDDLETOWN INC.,"LUTHER RIDGE AT MIDDLETOWN, INC.",ALSA.0000113,ALSA,113,,Assisted Living Service Agency,ACTIVE,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,628 CONGDON ST W,MIDDLETOWN,CT,64577939,12/11/2023 12:00:00 AM,POINT (-72.693447089 41.570182955)
1803613,GLEN HILL CENTER,CORPORATION  LTD (LIMITED),GLEN HILL CENTER,GLEN HILL CENTER,CCNH.0002455,CCNH,2455,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,11/01/2019 12:00:00 AM,10/01/2023 12:00:00 AM,09/30/2025 12:00:00 AM,1 GLEN HILL RD,DANBURY,CT,68114921,01/03/2024 12:00:00 AM,POINT (-73.448592962 41.413658998)
2244539,MILFORD PEDIATRIC GROUP,CORPORATION,MILFORD PEDIATRIC GROUP,MILFORD PEDIATRIC GROUP,CLAB.0000796,CLAB,796,,Clinical Laboratory,CLOSED,CLOSED,0,04/16/2003 12:00:00 AM,07/01/2021 12:00:00 AM,06/30/2023 12:00:00 AM,321 BOSTON POST RD,MILFORD,CT,64602574,09/07/2022 12:00:00 AM,POINT (-73.071989366 41.224014979)
930904,CONNECTICUT BAPTIST HOME INC.,NON-PROFIT CORPORATION,CONNECTICUT BAPTIST HOME INC.,"CONNECTICUT BAPTIST HOMES, INC.",CCRH.001023C,CCRH,1023C,,Chronic & Convalescent Nursing Homes and Rest Home with Nursing Supervision,ACTIVE IN RENEWAL,CURRENT,1,10/01/2009 12:00:00 AM,10/01/2021 12:00:00 AM,09/30/2023 12:00:00 AM,292 THORPE AVE,MERIDEN,CT,64508309,11/28/2023 12:00:00 AM,POINT (-72.754162006 41.515120008)
930654,POMPERAUG WOODS HEALTH CENTER,CORPORATION,POMPERAUG WOODS HEALTH CENTER,POMPERAUG WOODS HEALTH CENTER,CCNH.002033C,CCNH,2033C,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,04/01/2010 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,80 HERITAGE RD,SOUTHBURY,CT,64881882,12/13/2022 12:00:00 AM,POINT (-73.217271042 41.483498985)
1248188,"WESTERN CONNECTICUT ORTHOPEDIC SURGICAL CENTER, LLC",LIMITED LIABILITY COMPANY,"WESTERN CONNECTICUT ORTHOPEDIC SURGICAL CENTER, LLC","WESTERN CONNECTICUT ORHOPEDIC SURGICAL CENTER, LLC",ASC.0000342,ASC,342,,Out-Patient Surgical Facility,ACTIVE,CURRENT,1,10/01/2014 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,226 WHITE ST,DANBURY,CT,68106814,02/22/2023 12:00:00 AM,POINT (-73.439773584 41.399452714)
930650,WADSWORTH GLEN HEALTH CARE AND REHABILITATION CENTER,CORPORATION,WADSWORTH GLEN HEALTH CARE AND REHABILITATION CENTER,WADSWORTH GLEN HEALTH CARE AND REHABILITATION CENTER,CCNH.002025C,CCNH,2025C,,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,CURRENT,1,01/01/2010 12:00:00 AM,01/01/2022 12:00:00 AM,12/31/2023 12:00:00 AM,30 BOSTON RD,MIDDLETOWN,CT,64573543,12/27/2023 12:00:00 AM,POINT (-72.676115005 41.553898003)
1620379,BRANDYWINE LIVING AT LITCHFIELD,LIMITED LIABILITY COMPANY,BRANDYWINE LIVING AT LITCHFIELD,BRANDYWINE LIVING AT LITCHFIELD,ALSA.0000207,ALSA,207,,Assisted Living Service Agency,ACTIVE,CURRENT,1,12/13/2018 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,19 CONSTITUTION WAY,LITCHFIELD,CT,67593428,11/22/2023 12:00:00 AM,POINT (-73.203992012 41.743356004)
1629064,PARKVILLE CARE CENTER,LIMITED LIABILITY PARTNERSHIP,PARKVILLE CARE CENTER,PARKVILLE CARE CENTER,CCNH.0002451,CCNH,2451,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,01/30/2019 12:00:00 AM,01/01/2023 12:00:00 AM,12/31/2024 12:00:00 AM,5 GREENWOOD ST,HARTFORD,CT,61062110,01/18/2024 12:00:00 AM,POINT (-72.710041009 41.754343003)
930007,SUNRISE WILTON ASSISTED LIVING L.L.C.,BUSINESS,SUNRISE WILTON ASSISTED LIVING L.L.C.,SUNRISE ASSISTED LIVING OF WILTON,ALSA.0000070,ALSA,70,,Assisted Living Service Agency,INACTIVE,,0,10/01/2007 12:00:00 AM,10/01/2007 12:00:00 AM,09/30/2009 12:00:00 AM,96 Danbury Road,Wilton,CT,6897,05/18/2010 12:00:00 AM,POINT (-73.415685023 41.173212999)
930333,"GREENS AT CANNONDALE, THE",LIMITED LIABILITY COMPANY,"GREENS AT CANNONDALE, THE","GREENS AT CANNONDALE, THE",ALSA.0AL0025,ALSA,AL0025,,Assisted Living Service Agency,ACTIVE IN RENEWAL,CURRENT,1,04/01/2008 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,435 DANBURY RD,WILTON,CT,68972031,07/17/2023 12:00:00 AM,POINT (-73.431345016 41.218363001)
930834,HEBREW HOME AND HOSPITAL INCORPORATED,BUSINESS,HEBREW HOME AND HOSPITAL INCORPORATED,"HEBREW HOME AND HOSPITAL, INCORPORATED",CCNH.002057C,CCNH,2057C,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,10/01/2008 12:00:00 AM,10/01/2016 12:00:00 AM,09/30/2018 12:00:00 AM,1 ABRAHMS BLVD,WEST HARTFORD,CT,61171508,11/26/2021 12:00:00 AM,POINT (-72.729388034 41.802848993)
2249391,BRIDGEPORT HOSPITAL LABORATORY,NON-PROFIT CORPORATION,BRIDGEPORT HOSPITAL LABORATORY,BRIDGEPORT HOSPITAL LABORATORY,CLAB.00HP200,CLAB,HP200,,Clinical Laboratory,ACTIVE IN RENEWAL,ACTIVE,1,02/19/2004 12:00:00 AM,04/01/2022 12:00:00 AM,03/31/2024 12:00:00 AM,267 GRANT ST,BRIDGEPORT,CT,66102805,11/22/2023 12:00:00 AM,POINT (-73.166407977 41.18951798)
930669,APPLE REHAB COCCOMO,CORPORATION,APPLE REHAB COCCOMO,APPLE REHAB COCCOMO,CCNH.002074C,CCNH,2074C,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,04/01/2009 12:00:00 AM,04/01/2023 12:00:00 AM,03/31/2025 12:00:00 AM,33 CONE AVE,MERIDEN,CT,64504822,03/08/2023 12:00:00 AM,POINT (-72.754589986 41.522813002)
929138,VISITING NURSE & HOSPICE CARE OF SW CT INC.,BUSINESS,VISITING NURSE & HOSPICE CARE OF SW CT INC.,RICHARD L. ROSENTHAL HOSPICE RESIDENCE,CCNH.0002348,CCNH,2348,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,02/27/2009 12:00:00 AM,01/01/2011 12:00:00 AM,12/31/2012 12:00:00 AM,100 Shelburne Road,Stamford,CT,6902,04/12/2012 12:00:00 AM,POINT (-73.5518801 41.053271748)
929716,SENIORS' CHOICE AT THE GREEN LLC,BUSINESS,SENIORS' CHOICE AT THE GREEN LLC,SENIORS' CHOICE AT THE GREEN,ALSA.0AL0030,ALSA,AL0030,,Assisted Living Service Agency,INACTIVE,,0,10/01/2000 12:00:00 AM,10/01/2000 12:00:00 AM,09/30/2002 12:00:00 AM,1 ELIZABETH COURT,ROCKY HILL,CT,6067,05/18/2010 12:00:00 AM,POINT (-72.674240979 41.669006009)
2053225,ATRIA RIDGEFIELD,LIMITED LIABILITY COMPANY,ATRIA RIDGEFIELD,ATRIA RIDGEFIELD,ALSA.0000221,ALSA,221,,Assisted Living Service Agency,CLOSED,CLOSED,0,06/08/2020 12:00:00 AM,06/05/2020 12:00:00 AM,03/31/2022 12:00:00 AM,55 OLD QUARRY ROAD,RIDGEFIELD,CT,6877,03/09/2022 12:00:00 AM,POINT (-73.492283786 41.288148099)
929768,LUDLOWE CENTER FOR HEALTH & REHABILITATION,LIMITED LIABILITY PARTNERSHIP,LUDLOWE CENTER FOR HEALTH & REHABILITATION,LUDLOWE CENTER FOR HEALTH & REHABILITATION,CCNH.0002323,CCNH,2323,,Chronic & Convalescent Nursing Home,ACTIVE,CURRENT,1,07/01/2008 12:00:00 AM,07/01/2022 12:00:00 AM,06/30/2024 12:00:00 AM,118 JEFFERSON ST,FAIRFIELD,CT,68251019,12/14/2022 12:00:00 AM,POINT (-73.244061029 41.22431302)
1390339,BROOKDALE CHATFIELD,LIMITED LIABILITY COMPANY,BROOKDALE CHATFIELD,BROOKDALE CHATFIELD,ALSA.0000186,ALSA,186,,Assisted Living Service Agency,ACTIVE,CURRENT,1,11/21/2016 12:00:00 AM,10/01/2022 12:00:00 AM,09/30/2024 12:00:00 AM,1 CHATFIELD DR,WEST HARTFORD,CT,61102802,11/01/2022 12:00:00 AM,POINT (-72.754324029 41.727641989)
973973,"AURORA SENIOR LIVING OF BUCK HILL, LLC",LIMITED LIABILITY COMPANY,"AURORA SENIOR LIVING OF BUCK HILL, LLC","AURORA SENIOR LIVING OF BUCK HILL, LLC",CCNH.0002364,CCNH,2364,,Chronic & Convalescent Nursing Home,INACTIVE,INACTIVE,0,11/01/2010 12:00:00 AM,10/01/2014 12:00:00 AM,09/30/2016 12:00:00 AM,2817 N MAIN ST,WATERBURY,CT,67041604,01/08/2015 12:00:00 AM,POINT (-73.02772503 41.59317602)
1337830,REGALCARE AT WEST HAVEN,LIMITED LIABILITY COMPANY,REGALCARE AT WEST HAVEN,REGALCARE AT WEST HAVEN,CCNH.0002422,CCNH,2422,,Chronic & Convalescent Nursing Home,CLOSED,CLOSED,0,03/08/2016 12:00:00 AM,01/01/2020 12:00:00 AM,12/31/2021 12:00:00 AM,310 TERRACE AVE,WEST HAVEN,CT,65162638,11/08/2021 12:00:00 AM,POINT (-72.968741997 41.282384019)
929828,HOMESTEAD HEALTH CENTER INC,BUSINESS,HOMESTEAD HEALTH CENTER INC,HOMESTEAD HEALTH CENTER,CCNH.001085C,CCNH,1085C,,Chronic & Convalescent Nursing Home,INACTIVE,,0,01/01/2004 12:00:00 AM,01/01/2004 12:00:00 AM,12/31/2005 12:00:00 AM,160 Glenbrook Road,STAMFORD,CT,6902,05/18/2010 12:00:00 AM,POINT (-73.527062998 41.059852997)
2300783,"Detect, Inc.",CORPORATION,"Detect, Inc.",Detect. Inc,CLAB,CLAB,,,Clinical Laboratory,DENIED,DENIED,0,,,,530 Old Whitfield St,Guilford,CT,6437,02/24/2022 12:00:00 AM,POINT (-72.663123977 41.273101983)
1370692,"SHORELINE OF CLINTON, THE",LIMITED LIABILITY COMPANY,"SHORELINE OF CLINTON, THE","SHORELINE OF CLINTON, THE",ALSA.0000183,ALSA,183,,Assisted Living Service Agency,CLOSED,CLOSED,0,08/04/2016 12:00:00 AM,07/01/2018 12:00:00 AM,06/30/2020 12:00:00 AM,,CLINTON,CT,6413,08/17/2020 12:00:00 AM,POINT (-72.53125 41.276135)
