Year,Town,Residential Type,Serial Number,List Year,Date Recorded,Address,Assessed Value,Sale Amount,Sales Ratio,Location,Lat,Long,BusinessEstablishment,EmploymentData,EmploymentWages,UnemploymentRates
2011,Stamford,Condo,100454,2010,2011-03-04,1 BROAD STREET #14F,557630.0,735000.0,0.76,POINT (-73.54271 41.05558),-73.54271,41.05558,"5,369","70,972",111773,7.6
2011,Southbury,Condo,10148,2010,2011-04-12,754 A HERITAGE VLG,139710.0,110000.0,1.27,POINT (-73.22528 41.49013),-73.22528,41.49013,656,"8,573",68903,8.2
2011,Stamford,Condo,100789,2010,2011-06-15,2539 BEDFORD STREET # 34E,323500.0,406500.0,0.8,POINT (-73.54625 41.07014),-73.54625,41.07014,"5,369","70,972",111773,7.6
2011,Waterbury,Single Family,100834,2010,2011-06-06,169 CLINTON ST,105810.0,108000.0,0.98,POINT (-73.04313 41.57716),-73.04313,41.57716,"2,232","38,378",41980,13.8
2011,Stamford,Condo,100510,2010,2011-03-25,65 GLENBROOK ROAD #2E,229870.0,227000.0,1.01,POINT (-73.52882 41.0576),-73.52882,41.0576,"5,369","70,972",111773,7.6
2010,Danbury,Single Family,100175,2010,2010-12-20,14 WESTVIEW DR,221600.0,265000.0,0.84,POINT (-73.42355 41.39548),-73.42355,41.39548,"2,487","40,787",57154,8.1
2012,Bristol,Single Family,110582,2011,2012-08-29,270 MINES RD,125440.0,90000.0,1.39,POINT (-72.9187758 41.7204417),-72.9187758,41.7204417,"1,231","21,080",58085,8.9
2011,Milford,Single Family,10600,2010,2011-08-05,63 MORNING MIST ROAD,179410.0,183000.0,0.98,POINT (-73.09345 41.1926),-73.09345,41.1926,"1,929","28,186",46786,8.6
2010,Norwalk,Single Family,100170,2010,2010-12-06,13 1/2 WITCH LN,1264340.0,1470000.0,0.86,POINT (-73.44181 41.07127),-73.44181,41.07127,"3,189","43,069",85611,8.2
2011,Waterbury,Single Family,100943,2010,2011-07-08,60 JOSEPH ST,129020.0,135000.0,0.96,POINT (-73.0005686 41.5600638),-73.0005686,41.5600638,"2,232","38,378",41980,13.8
2011,Norwalk,Condo,100686,2010,2011-07-05,144 EAST AVE 103B,307300.0,330000.0,0.93,POINT (-73.4078 41.11597),-73.4078,41.11597,"3,193","44,012",85352,7.7
2011,Stamford,Single Family,100617,2010,2011-05-03,552 HAVILAND RD & 0 HAVILAND R,1297530.0,1285000.0,1.01,POINT (-73.57865 41.14013),-73.57865,41.14013,"5,369","70,972",111773,7.6
2011,Bridgeport,Single Family,101325,2010,2011-08-15,1240 BROOKLAWN AVENUE,133460.0,191000.0,0.7,POINT (-73.21946 41.19459),-73.21946,41.19459,"2,379","41,902",49259,12.8
2012,Bridgeport,Single Family,111088,2011,2012-06-28,66 LOFTUS CIRCLE,159030.0,157500.0,1.01,POINT (-73.2297 41.22721),-73.2297,41.22721,"2,425","42,557",48877,11.8
2011,Waterbury,Single Family,101174,2010,2011-09-08,86 WHITE BIRCH DR,153910.0,126500.0,1.22,POINT (-73.074474 41.5688631),-73.074474,41.5688631,"2,232","38,378",41980,13.8
2011,Bridgeport,Condo,10592,2010,2011-02-15,1492 NORTH AVE #112,95060.0,60000.0,1.58,POINT (-73.20366 41.18595),-73.20366,41.18595,"2,379","41,902",49259,12.8
2012,Danbury,Condo,110220,2011,2012-02-06,55 CROSS ST #C-9,125500.0,133000.0,0.94,POINT (-73.4289 41.39515),-73.4289,41.39515,"2,504","42,623",57777,7
2010,Bridgeport,Single Family,10326,2010,2010-12-22,684 FRENCHTOWN ROAD,155080.0,110000.0,1.41,POINT (-73.21092 41.22599),-73.21092,41.22599,"2,370","42,096",50498,13.2
2011,Norwalk,Condo,100629,2010,2011-06-28,47 PROSPECT ST,133910.0,94000.0,1.42,POINT (-73.1248405 41.7985925),-73.1248405,41.7985925,"3,193","44,012",85352,7.7
2011,Stamford,Single Family,100416,2010,2011-02-22,64 BROOKSIDE DRIVE,305400.0,310000.0,0.99,POINT (-73.5091393 41.0635858),-73.5091393,41.0635858,"5,369","70,972",111773,7.6
2011,Stamford,Single Family,100404,2010,2011-02-17,106 EAST HUNTING RIDGE ROAD,507510.0,470000.0,1.08,POINT (-73.57069 41.14124),-73.57069,41.14124,"5,369","70,972",111773,7.6
2011,Stamford,Single Family,101029,2010,2011-08-03,88 DOGWOOD COURT,533150.0,693000.0,0.77,POINT (-73.5651756 41.1157954),-73.5651756,41.1157954,"5,369","70,972",111773,7.6
2011,Danbury,Condo,100711,2010,2011-09-15,27 CROWS NEST LA #3H,157000.0,165000.0,0.95,POINT (-73.41875 41.39264),-73.41875,41.39264,"2,475","41,832",55808,7.4
2011,Waterbury,Single Family,100517,2010,2011-03-04,31 WESTMONT DR,138740.0,4500.0,30.83,POINT (-73.06845 41.56026),-73.06845,41.56026,"2,232","38,378",41980,13.8
2011,Stamford,Single Family,101061,2010,2011-08-15,171 HIGH CLEAR DRIVE,434060.0,575000.0,0.75,POINT (-73.5427201 41.0828681),-73.5427201,41.0828681,"5,369","70,972",111773,7.6
2011,Bristol,Single Family,100198,2010,2011-02-01,602 PINE ST,84110.0,112000.0,0.75,POINT (-72.90085 41.66858),-72.90085,41.66858,"1,208","20,596",54503,9.7
2011,Norwalk,Condo,100804,2010,2011-08-26,37 LEDGEBROOK DR,182350.0,225000.0,0.81,POINT (-73.44047 41.10621),-73.44047,41.10621,"3,193","44,012",85352,7.7
2011,Danbury,Single Family,100373,2010,2011-04-07,POCONO POINT RD,39300.0,15000.0,2.62,POINT (-73.4340097 41.460811),-73.4340097,41.460811,"2,475","41,832",55808,7.4
2011,Hamden,Single Family,10264,2010,2011-05-05,94 LONDON DRIVE,114800.0,100000.0,1.15,POINT (-72.89933 41.3429),-72.89933,41.3429,"1,515","19,828",41670,8.2
2011,Bridgeport,Single Family,10987,2010,2011-05-25,69 FERN STREET,123860.0,155000.0,0.8,POINT (-73.21063 41.2103),-73.21063,41.2103,"2,379","41,902",49259,12.8
2011,Stamford,Single Family,100649,2010,2011-05-16,86 TURNER ROAD,396430.0,390000.0,1.02,POINT (-73.53803 41.08303),-73.53803,41.08303,"5,369","70,972",111773,7.6
2011,Meriden,Single Family,100205,2010,2011-02-23,14 FAIRMONT AVE,134390.0,130000.0,1.03,POINT (-72.8179 41.52825),-72.8179,41.52825,"1,311","21,706",44969,11
2011,Norwalk,Condo,100486,2010,2011-05-06,25 GRAND ST 114,147560.0,244900.0,0.6,POINT (-73.4232 41.12526),-73.4232,41.12526,"3,193","44,012",85352,7.7
2012,Bridgeport,Single Family,111297,2011,2012-08-20,134 & 150 FRENCHTOWN RD,241990.0,237500.0,1.02,POINT (-73.21314 41.21949),-73.21314,41.21949,"2,425","42,557",48877,11.8
2011,Stamford,Single Family,100613,2010,2011-05-02,23 ELY PLACE,317390.0,350000.0,0.91,POINT (-73.52213 41.06391),-73.52213,41.06391,"5,369","70,972",111773,7.6
2011,Fairfield,Single Family,11048,2011,2011-10-28,189 ADLEY ROAD,246540.0,83333.0,2.96,POINT (-73.25016 41.20161),-73.25016,41.20161,"2,256","23,664",58793,7.7
2010,Meriden,Single Family,100001,2010,2010-10-01,148 AVERY AVE,191140.0,242000.0,0.79,POINT (-72.7947598 41.5200936),-72.7947598,41.5200936,"1,314","21,239",46046,11.7
2011,Bristol,Single Family,100247,2010,2011-03-15,149 ALDBOURNE DR,219380.0,239000.0,0.92,POINT (-72.97369 41.70844),-72.97369,41.70844,"1,208","20,596",54503,9.7
2012,Branford,Single Family,110265,2011,2012-06-29,5 SELDEN AVE,590900.0,960000.0,0.62,POINT (-72.7832862 41.2662717),-72.7832862,41.2662717,"1,111","12,392",42030,7.8
2010,Norwalk,Single Family,100160,2010,2010-12-02,10 EARL ST,291620.0,340000.0,0.86,POINT (-73.430968 41.0896751),-73.430968,41.0896751,"3,189","43,069",85611,8.2
2011,Norwalk,Condo,100574,2010,2011-06-15,80 COUNTY ST 1/1N,124530.0,105000.0,1.19,POINT (-73.38599 41.12358),-73.38599,41.12358,"3,193","44,012",85352,7.7
2011,Norwalk,Single Family,100847,2010,2011-09-21,17 YOST ST,258650.0,340000.0,0.76,POINT (-73.414 41.08191),-73.414,41.08191,"3,193","44,012",85352,7.7
2011,Waterbury,Single Family,100636,2010,2011-04-13,89 WESTWOOD AVE,148830.0,120000.0,1.24,POINT (-73.0649919 41.5604463),-73.0649919,41.5604463,"2,232","38,378",41980,13.8
2010,Waterbury,Single Family,100171,2010,2010-11-23,55 DALTON AVE,89510.0,106000.0,0.84,POINT (-73.01344 41.55342),-73.01344,41.55342,"2,266","38,166",42861,14.8
2011,Norwalk,Single Family,100376,2010,2011-03-21,2 SASQUA RD,543060.0,850000.0,0.64,POINT (-73.3875 41.10118),-73.3875,41.10118,"3,193","44,012",85352,7.7
2011,Norwalk,Single Family,100740,2010,2011-07-29,52 BARBARA DR,289520.0,400000.0,0.72,POINT (-73.39884 41.12101),-73.39884,41.12101,"3,193","44,012",85352,7.7
2011,Hamden,Condo,10171,2010,2011-02-14,15 DUNBAR HILL RD,151480.0,235000.0,0.64,POINT (-72.95324 41.35809),-72.95324,41.35809,"1,515","19,828",41670,8.2
2011,Waterbury,Single Family,100933,2010,2011-07-05,150 CLOUGH RD,116590.0,100000.0,1.17,POINT (-73.08281 41.56884),-73.08281,41.56884,"2,232","38,378",41980,13.8
2011,Meriden,Condo,100190,2010,2011-02-14,199 CROWN VLG,44320.0,37000.0,1.2,POINT (-72.80354 41.53231),-72.80354,41.53231,"1,311","21,706",44969,11
2012,Bristol,Single Family,110375,2011,2012-05-25,1168 HILL ST,286160.0,325000.0,0.88,POINT (-72.9781578 41.7129312),-72.9781578,41.7129312,"1,231","21,080",58085,8.9
2010,Stamford,Condo,100086,2010,2010-10-28,88 MAPLE TREE AVENUE #B,439110.0,615000.0,0.71,POINT (-73.51258 41.07188),-73.51258,41.07188,"5,334","67,987",110171,8.2
2011,Glastonbury,Single Family,10358,2010,2011-06-30,2085 MANCHESTER RD,162500.0,65000.0,2.5,POINT (-72.51819 41.73714),-72.51819,41.73714,"1,332","15,931",51800,6.1
2011,Danbury,Single Family,100585,2010,2011-07-21,27 FAIRLAWN AV,207600.0,225000.0,0.92,POINT (-73.47656 41.39277),-73.47656,41.39277,"2,475","41,832",55808,7.4
2010,Branford,Condo,100044,2010,2010-11-22,46 JEFFERSON WOODS,91200.0,115000.0,0.79,POINT (-72.84553 41.27514),-72.84553,41.27514,"1,121","12,117",44359,8.9
2011,Norwalk,Single Family,100438,2010,2011-04-20,7 HARRIET ST,236670.0,310000.0,0.76,POINT (-73.41826 41.12609),-73.41826,41.12609,"3,193","44,012",85352,7.7
2011,Milford,Single Family,10500,2010,2011-06-29,155 BROADWAY,212430.0,205000.0,1.04,POINT (-73.08765 41.18952),-73.08765,41.18952,"1,929","28,186",46786,8.6
2011,Waterbury,Single Family,101073,2010,2011-08-11,26 RIDGECREST LANE,155650.0,85000.0,1.83,POINT (-73.0566 41.54463),-73.0566,41.54463,"2,232","38,378",41980,13.8
2011,Norwalk,Single Family,100459,2010,2011-04-29,12 MILTON PL,578130.0,600000.0,0.96,POINT (-73.44195 41.0703),-73.44195,41.0703,"3,193","44,012",85352,7.7
2012,Danbury,Condo,110456,2011,2012-05-31,2A JEANETTE RD #33,136000.0,145000.0,0.94,POINT (-73.46703 41.42043),-73.46703,41.42043,"2,504","42,623",57777,7
2010,Waterbury,Single Family,100301,2010,2010-12-29,152 MANCHESTER AVE,111400.0,113000.0,0.99,POINT (-72.99015 41.55776),-72.99015,41.55776,"2,266","38,166",42861,14.8
2011,Waterbury,Single Family,100377,2010,2011-01-26,36 MCWEENEY DR,176610.0,152000.0,1.16,POINT (-72.98011 41.54843),-72.98011,41.54843,"2,232","38,378",41980,13.8
2010,Bridgeport,Single Family,10088,2010,2010-10-25,950 HANCOCK AVENUE,173500.0,104500.0,1.66,POINT (-73.2145 41.17246),-73.2145,41.17246,"2,370","42,096",50498,13.2
2011,Waterbury,Single Family,101024,2010,2011-07-29,100 WEST RIDGE DR,320900.0,295000.0,1.09,POINT (-73.06948 41.54333),-73.06948,41.54333,"2,232","38,378",41980,13.8
2011,Norwalk,Single Family,100350,2010,2011-03-07,17 TIERNEY ST,542780.0,566700.0,0.96,POINT (-73.40054 41.11436),-73.40054,41.11436,"3,193","44,012",85352,7.7
2010,Meriden,Single Family,100022,2010,2010-10-20,99 VIRGINIA DR,124410.0,145000.0,0.86,POINT (-72.7728121 41.501835),-72.7728121,41.501835,"1,314","21,239",46046,11.7
2011,Danbury,Single Family,100631,2010,2011-08-11,11 LAKEVIEW DRIVE-JENSENS,35400.0,4000.0,8.85,POINT (-73.50601 41.38818),-73.50601,41.38818,"2,475","41,832",55808,7.4
2010,Farmington,Condo,100086,2010,2010-12-30,9H TALCOTT FOREST RD,90300.0,121750.0,0.74,POINT (-72.79966 41.73604),-72.79966,41.73604,"1,257","31,625",58133,7.2
2011,Norwalk,Single Family,100825,2010,2011-09-06,128 MUSKET RIDGE RD,38290.0,715000.0,0.05,POINT (-73.44183 41.15508),-73.44183,41.15508,"3,193","44,012",85352,7.7
2011,Norwalk,Single Family,100425,2010,2011-04-15,129 SILVERMINE AVE,355810.0,430000.0,0.83,POINT (-73.4388258 41.134588),-73.4388258,41.134588,"3,193","44,012",85352,7.7
2011,Branford,Condo,100314,2010,2011-08-10,710 ROBERT FROST DR,118300.0,148000.0,0.8,POINT (-72.84239 41.27214),-72.84239,41.27214,"1,113","12,368",42912,8.4
2011,Waterbury,Single Family,101044,2010,2011-08-03,26 RIDGECREST LANE,155650.0,60000.0,2.59,POINT (-73.0566 41.54463),-73.0566,41.54463,"2,232","38,378",41980,13.8
2011,Hamden,Single Family,10324,2010,2011-06-02,261 RIDGEWOOD AVE,207480.0,307000.0,0.68,POINT (-72.90563 41.36411),-72.90563,41.36411,"1,515","19,828",41670,8.2
2011,Waterbury,Condo,100424,2010,2011-02-09,240 WESLEY ST #6,120220.0,152900.0,0.79,POINT (-73.06264 41.53703),-73.06264,41.53703,"2,232","38,378",41980,13.8
2010,Stamford,Condo,100167,2010,2010-11-30,2435 BEDFORD ST #13B,413670.0,470000.0,0.88,POINT (-73.54551 41.06952),-73.54551,41.06952,"5,334","67,987",110171,8.2
2011,Glastonbury,Condo,10310,2010,2011-06-07,41B BREWSTER RD,86300.0,73000.0,1.18,POINT (-72.61299 41.72308),-72.61299,41.72308,"1,332","15,931",51800,6.1
2011,Farmington,Condo,100273,2010,2011-07-21,5-13A GRANDVIEW DR,84000.0,102000.0,0.82,POINT (-72.85009 41.74069),-72.85009,41.74069,"1,242","32,099",56531,6.4
2010,Stamford,Single Family,100206,2010,2010-12-10,17 RICHARDS AVENUE,366470.0,300000.0,1.22,POINT (-73.55105 41.07072),-73.55105,41.07072,"5,334","67,987",110171,8.2
2012,Danbury,Single Family,110630,2011,2012-08-16,18 BELMONT CI,193400.0,100000.0,1.93,POINT (-73.46943 41.38251),-73.46943,41.38251,"2,504","42,623",57777,7
2011,Norwalk,Condo,100527,2010,2011-05-23,25 GRAND ST 117,147560.0,184900.0,0.8,POINT (-73.4232 41.12526),-73.4232,41.12526,"3,193","44,012",85352,7.7
2011,Stamford,Condo,100660,2010,2011-05-17,91 STRAWBERRY HILL AVE # 1136,190890.0,190000.0,1.0,POINT (-73.53139 41.06391),-73.53139,41.06391,"5,369","70,972",111773,7.6
2012,Danbury,Single Family,110528,2011,2012-07-02,158 BRUSHY HILL RD,300600.0,366000.0,0.82,POINT (-73.44371 41.35944),-73.44371,41.35944,"2,504","42,623",57777,7
2011,Waterbury,Single Family,101016,2010,2011-07-29,64 VALLEY VIEW DR,108400.0,135000.0,0.8,POINT (-72.4122666 41.8656412),-72.4122666,41.8656412,"2,232","38,378",41980,13.8
2011,Stamford,Single Family,101259,2010,2011-09-30,99 TOWER AVENUE,353100.0,485000.0,0.73,POINT (-73.52366 41.09),-73.52366,41.09,"5,369","70,972",111773,7.6
2011,Norwalk,Single Family,100263,2010,2011-01-21,42 SCRIBNER AVE,266770.0,410500.0,0.65,POINT (-73.43599 41.09803),-73.43599,41.09803,"3,193","44,012",85352,7.7
2011,Stamford,Single Family,101091,2010,2011-08-23,0 COLETON ROAD (AKA 7 HUNTING,611690.0,690000.0,0.89,POINT (-73.56144 41.10299),-73.56144,41.10299,"5,369","70,972",111773,7.6
2011,Norwalk,Single Family,100409,2010,2011-04-04,7 NORPORT DR,100590.0,2275000.0,0.04,POINT (-73.38422 41.10129),-73.38422,41.10129,"3,193","44,012",85352,7.7
2011,Milford,Single Family,10284,2010,2011-03-18,35 ORONOQUE ROAD,262420.0,223500.0,1.17,POINT (-73.07287 41.23201),-73.07287,41.23201,"1,929","28,186",46786,8.6
2011,Bristol,Condo,100346,2010,2011-05-24,189 REDSTONE HILL #12,175770.0,225000.0,0.78,POINT (-72.8835 41.65187),-72.8835,41.65187,"1,208","20,596",54503,9.7
2011,Bristol,Single Family,100453,2010,2011-07-18,108 MARLENE ST,151550.0,170000.0,0.89,POINT (-72.94988 41.69474),-72.94988,41.69474,"1,208","20,596",54503,9.7
2010,Norwalk,Single Family,100087,2010,2010-11-05,77 PERRY AVE,351820.0,197794.0,1.78,POINT (-73.43296 41.13808),-73.43296,41.13808,"3,189","43,069",85611,8.2
2011,Waterbury,Single Family,100610,2010,2011-04-01,106 HILLVIEW AVE,79760.0,81000.0,0.98,POINT (-73.03095 41.56985),-73.03095,41.56985,"2,232","38,378",41980,13.8
2011,Waterbury,Condo,101149,2010,2011-09-01,173 KAYNOR DR #C,61590.0,36000.0,1.71,POINT (-73.07739 41.57933),-73.07739,41.57933,"2,232","38,378",41980,13.8
2011,Stamford,Single Family,101109,2010,2011-08-26,17 WESTMINSTER ROAD,564680.0,755000.0,0.75,POINT (-73.52351 41.02397),-73.52351,41.02397,"5,369","70,972",111773,7.6
2010,Norwalk,Condo,100229,2010,2010-12-28,250 SUNRISE HILL RD N110,236110.0,18000.0,13.12,POINT (-73.41769 41.13227),-73.41769,41.13227,"3,189","43,069",85611,8.2
2011,Waterbury,Single Family,100906,2010,2011-06-30,100 MEDIA AVE,144640.0,80000.0,1.81,POINT (-73.07268 41.57506),-73.07268,41.57506,"2,232","38,378",41980,13.8
2012,Bridgeport,Condo,111344,2011,2012-09-04,1610 FAIRFIELD AVE,58140.0,36500.0,1.59,POINT (-73.21286 41.17074),-73.21286,41.17074,"2,425","42,557",48877,11.8
2011,Norwalk,Condo,100547,2010,2011-06-02,105 RICHARDS AVE 1302,237650.0,290000.0,0.82,POINT (-73.45236 41.09675),-73.45236,41.09675,"3,193","44,012",85352,7.7
2011,Stamford,Condo,100544,2010,2011-04-06,59 LIBERTY STREET #2,275760.0,361900.0,0.76,POINT (-73.55369 41.04998),-73.55369,41.04998,"5,369","70,972",111773,7.6
2011,Waterbury,Single Family,100826,2010,2011-06-03,18 GLENFORD DR,164840.0,187000.0,0.88,POINT (-73.07374217647059 41.56001482352941),-73.07374218,41.56001482,"2,232","38,378",41980,13.8
2010,Bridgeport,Single Family,10322,2010,2010-12-22,303 DAYTON ROAD,130410.0,129000.0,1.01,POINT (-73.18354 41.21799),-73.18354,41.21799,"2,370","42,096",50498,13.2
2011,Bridgeport,Single Family,10945,2010,2011-05-16,125 SUCCESS AVENUE,104240.0,159900.0,0.65,POINT (-73.15808 41.19491),-73.15808,41.19491,"2,379","41,902",49259,12.8
2010,Branford,Single Family,100023,2010,2010-10-26,75 MILL PLAIN RD,132400.0,130000.0,1.02,POINT (-72.79763 41.29576),-72.79763,41.29576,"1,121","12,117",44359,8.9
2011,Bristol,Single Family,100553,2010,2011-09-28,117 LEWIS RD,138320.0,201000.0,0.69,POINT (-72.792398 41.7028932),-72.792398,41.7028932,"1,208","20,596",54503,9.7
2011,Stamford,Single Family,101195,2010,2011-09-14,32 HUNTING RIDGE ROAD,1167750.0,1300000.0,0.9,POINT (-73.57479 41.12718),-73.57479,41.12718,"5,369","70,972",111773,7.6
2011,Stamford,Single Family,100408,2010,2011-02-18,74 NICHOLS AVENUE,366050.0,470000.0,0.78,POINT (-73.5512345 41.0930073),-73.5512345,41.0930073,"5,369","70,972",111773,7.6
2011,Bridgeport,Single Family,101292,2010,2011-08-04,237 HANSEN AVENUE,149650.0,280000.0,0.53,POINT (-73.22484 41.16346),-73.22484,41.16346,"2,379","41,902",49259,12.8
2012,Bristol,Single Family,110211,2011,2012-02-28,100 SUNNYDALE AVE,197540.0,205000.0,0.96,POINT (-72.92643 41.66039),-72.92643,41.66039,"1,231","21,080",58085,8.9
2011,Stamford,Condo,100391,2010,2011-02-14,7 FOURTH STREET #3J,150750.0,131000.0,1.15,POINT (-73.54512 41.06457),-73.54512,41.06457,"5,369","70,972",111773,7.6
2011,Farmington,Condo,100295,2010,2011-08-04,1D TALCOTT RIDGE RD,132300.0,147000.0,0.9,POINT (-72.79699 41.74003),-72.79699,41.74003,"1,242","32,099",56531,6.4
2011,Waterbury,Single Family,101123,2010,2011-08-24,6 GAYWOOD DR,102770.0,51000.0,2.02,POINT (-72.98704 41.53496),-72.98704,41.53496,"2,232","38,378",41980,13.8
2012,Bridgeport,Single Family,110467,2011,2012-01-30,80 HUGHES AVENUE,156930.0,165000.0,0.95,POINT (-73.21556 41.18428),-73.21556,41.18428,"2,425","42,557",48877,11.8
2011,Stamford,Single Family,100718,2010,2011-05-31,53 ARCHER LANE,385950.0,538900.0,0.72,POINT (-73.55707 41.10042),-73.55707,41.10042,"5,369","70,972",111773,7.6
2011,Milford,Single Family,10518,2010,2011-07-01,21 TRUMBULL AVENUE,854830.0,750000.0,1.14,POINT (-73.05488 41.20927),-73.05488,41.20927,"1,929","28,186",46786,8.6
2010,Norwalk,Single Family,100231,2010,2010-12-29,14 ELAINE ST,226730.0,202852.0,1.12,POINT (-73.43289 41.11329),-73.43289,41.11329,"3,189","43,069",85611,8.2
2011,Stamford,Condo,101010,2010,2011-07-29,1193 HOPE STREET # 9,265050.0,260000.0,1.02,POINT (-73.51946 41.09885),-73.51946,41.09885,"5,369","70,972",111773,7.6
2011,Stamford,Single Family,101041,2010,2011-08-05,354 OAKLAWN AVENUE,405090.0,380000.0,1.07,POINT (-73.54681 41.07639),-73.54681,41.07639,"5,369","70,972",111773,7.6
2010,Stamford,Single Family,100127,2010,2010-11-10,170 BARCLAY DRIVE,609050.0,710000.0,0.86,POINT (-73.57289 41.10357),-73.57289,41.10357,"5,334","67,987",110171,8.2
2011,Waterbury,Single Family,100783,2010,2011-05-27,1201 WATERTOWN AVE,108760.0,47199.0,2.3,POINT (-73.07053 41.5772),-73.07053,41.5772,"2,232","38,378",41980,13.8
2011,Milford,Single Family,10466,2010,2011-06-16,13 SUNSET AVENUE,210410.0,260000.0,0.81,POINT (-73.09612 41.19363),-73.09612,41.19363,"1,929","28,186",46786,8.6
2011,Stamford,Condo,100999,2010,2011-07-27,616 HOPE STREET # D,389390.0,505000.0,0.77,POINT (-73.52157 41.08066),-73.52157,41.08066,"5,369","70,972",111773,7.6
2011,Waterbury,Condo,100594,2010,2011-03-31,135 BUCKS HILL RD #4,44540.0,109900.0,0.41,POINT (-73.03066 41.59467),-73.03066,41.59467,"2,232","38,378",41980,13.8
2010,Meriden,Single Family,100114,2010,2010-12-07,44 ALLEN AVE EXT,172000.0,250000.0,0.69,POINT (-72.85555 41.53394),-72.85555,41.53394,"1,314","21,239",46046,11.7
2012,Bridgeport,Single Family,111207,2011,2012-07-30,210 ELMWOOD AVE,260880.0,137500.0,1.9,POINT (-73.21002 41.17574),-73.21002,41.17574,"2,425","42,557",48877,11.8
2011,Waterbury,Single Family,100742,2010,2011-05-17,36 QUENTIN ST,103790.0,139900.0,0.74,POINT (-73.03103 41.52139),-73.03103,41.52139,"2,232","38,378",41980,13.8
2011,Farmington,Single Family,100220,2010,2011-06-14,20 DORSET LA,320200.0,575000.0,0.56,POINT (-72.83234 41.71434),-72.83234,41.71434,"1,242","32,099",56531,6.4
2010,Hamden,Single Family,10088,2010,2010-12-09,105 GILBERT AVE,106470.0,83250.0,1.28,POINT (-72.6644549 41.6615302),-72.6644549,41.6615302,"1,514","19,581",43136,8.4
2011,Branford,Single Family,100111,2010,2011-01-24,228 HARBOR ST,271300.0,440000.0,0.62,POINT (-72.8193766 41.2691526),-72.8193766,41.2691526,"1,113","12,368",42912,8.4
2011,Meriden,Condo,100315,2010,2011-05-09,180 CROWN VLG,44320.0,38000.0,1.17,POINT (-72.80338 41.53264),-72.80338,41.53264,"1,311","21,706",44969,11
2011,Waterbury,Single Family,100859,2010,2011-06-13,37 MACARTHUR DR,85270.0,61500.0,1.39,POINT (-73.03634 41.57778),-73.03634,41.57778,"2,232","38,378",41980,13.8
2011,Norwalk,Single Family,100321,2010,2011-02-22,2 WOODLAND RD,3611370.0,3700000.0,0.98,POINT (-72.72670641176471 41.33851011764706),-72.72670641,41.33851012,"3,193","44,012",85352,7.7
2011,Danbury,Single Family,100692,2010,2011-09-07,19 CANNONBALL DR,336300.0,412000.0,0.82,POINT (-73.49425 41.36335),-73.49425,41.36335,"2,475","41,832",55808,7.4
2010,Stamford,Single Family,100183,2010,2010-12-06,190 DAVENPORT FARM LA S,856580.0,1087500.0,0.79,POINT (-73.5446 41.02944),-73.5446,41.02944,"5,334","67,987",110171,8.2
2010,Glastonbury,Condo,10055,2010,2010-11-01,83 AUTUMN LN,272700.0,343000.0,0.8,POINT (-72.56418 41.69712),-72.56418,41.69712,"1,327","15,398",52823,6.9
2011,Norwalk,Single Family,100375,2010,2011-03-18,18 HILLTOP RD,1181600.0,1150000.0,1.03,POINT (-73.42554 41.07515),-73.42554,41.07515,"3,193","44,012",85352,7.7
2011,Danbury,Single Family,100734,2010,2011-09-29,155 LONG RIDGE RD,1061700.0,3500000.0,0.3,POINT (-73.44482 41.3409),-73.44482,41.3409,"2,475","41,832",55808,7.4
2010,Stamford,Single Family,100149,2010,2010-11-18,64 BROOKSIDE DRIVE,305400.0,325000.0,0.94,POINT (-73.5091393 41.0635858),-73.5091393,41.0635858,"5,334","67,987",110171,8.2
2011,Stamford,Single Family,100950,2010,2011-07-14,71 LAWRENCE HILL ROAD,586600.0,660000.0,0.89,POINT (-73.57599 41.1364),-73.57599,41.1364,"5,369","70,972",111773,7.6
2011,Waterbury,Condo,100830,2010,2011-06-03,180 GRILLEYTOWN RD #1817,30730.0,149900.0,0.21,POINT (-73.01356 41.5798),-73.01356,41.5798,"2,232","38,378",41980,13.8
2011,Norwalk,Condo,100733,2010,2011-07-29,14 HILLS LN,198380.0,270000.0,0.73,POINT (-73.38121 41.12913),-73.38121,41.12913,"3,193","44,012",85352,7.7
2011,Bridgeport,Single Family,101478,2010,2011-09-20,825 RUTH STREET,124240.0,145000.0,0.86,POINT (-73.22511 41.20629),-73.22511,41.20629,"2,379","41,902",49259,12.8
2010,Danbury,Single Family,100055,2010,2010-10-25,5 CLEARVIEW AV,209600.0,172000.0,1.22,POINT (-73.43218 41.4459),-73.43218,41.4459,"2,487","40,787",57154,8.1
2011,Danbury,Condo,100634,2010,2011-08-15,41 VICTOR ST #1,170000.0,207500.0,0.82,POINT (-73.46949 41.38737),-73.46949,41.38737,"2,475","41,832",55808,7.4
2010,Stamford,Single Family,100144,2010,2010-11-17,172 WINESAP ROAD,549690.0,690000.0,0.8,POINT (-73.56873 41.16128),-73.56873,41.16128,"5,334","67,987",110171,8.2
2011,Stamford,Single Family,100890,2010,2011-06-30,83 OVERBROOK DRIVE,559140.0,980000.0,0.57,POINT (-73.5259 41.08188),-73.5259,41.08188,"5,369","70,972",111773,7.6
2011,Norwalk,Single Family,100810,2010,2011-08-30,10 ERIC CT,290780.0,390000.0,0.75,POINT (-73.386585 41.1221436),-73.386585,41.1221436,"3,193","44,012",85352,7.7
