Town,Year,Crime Type,Number of Crimes Committed,"Number of Crimes Committed per 100,000",Crime ID,State,geometry
Deep River,2012,Murder,0.0,0.0,3194,CT,POINT (-72.4356422 41.3856546)
Deep River,2012,Rape,0.0,0.0,3195,CT,POINT (-72.4356422 41.3856546)
Deep River,2012,Robbery,0.0,0.0,3196,CT,POINT (-72.4356422 41.3856546)
Deep River,2012,Burglary,5.0,102.9,3197,CT,POINT (-72.4356422 41.3856546)
Deep River,2012,Larceny,24.0,493.7,3198,CT,POINT (-72.4356422 41.3856546)
Deep River,2012,Motor Vehicle Theft,2.0,41.1,3199,CT,POINT (-72.4356422 41.3856546)
Deep River,2012,Arson,1.0,20.6,3200,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Total Crime,24.0,493.1,3201,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Total Violent Crime,3.0,61.6,3202,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Total Property Crime,21.0,431.5,3203,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Aggravated Assault,2.0,41.1,3204,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Murder,1.0,20.5,3205,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Rape,0.0,0.0,3206,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Robbery,0.0,0.0,3207,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Burglary,3.0,61.6,3208,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Larceny,10.0,205.5,3209,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Motor Vehicle Theft,8.0,164.4,3210,CT,POINT (-72.4356422 41.3856546)
Deep River,2013,Arson,0.0,0.0,3211,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Total Crime,19.0,390.7,3212,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Total Violent Crime,0.0,0.0,3213,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Total Property Crime,19.0,390.7,3214,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Aggravated Assault,0.0,0.0,3215,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Murder,0.0,0.0,3216,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Rape,0.0,0.0,3217,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Robbery,0.0,0.0,3218,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Burglary,2.0,41.1,3219,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Larceny,17.0,349.6,3220,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Motor Vehicle Theft,0.0,0.0,3221,CT,POINT (-72.4356422 41.3856546)
Deep River,2014,Arson,0.0,0.0,3222,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Total Crime,18.0,370.5,3223,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Total Violent Crime,1.0,20.6,3224,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Total Property Crime,17.0,349.9,3225,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Aggravated Assault,0.0,0.0,3226,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Murder,0.0,0.0,3227,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Rape,0.0,0.0,3228,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Robbery,1.0,20.6,3229,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Burglary,5.0,102.9,3230,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Larceny,8.0,164.7,3231,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Motor Vehicle Theft,4.0,82.3,3232,CT,POINT (-72.4356422 41.3856546)
Deep River,2015,Arson,0.0,0.0,3233,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Total Crime,10.0,206.3,3234,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Total Violent Crime,0.0,0.0,3235,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Total Property Crime,10.0,206.3,3236,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Aggravated Assault,0.0,0.0,3237,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Murder,0.0,0.0,3238,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Rape,0.0,0.0,3239,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Robbery,0.0,0.0,3240,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Burglary,3.0,61.9,3241,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Larceny,6.0,123.8,3242,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Motor Vehicle Theft,1.0,20.6,3243,CT,POINT (-72.4356422 41.3856546)
Deep River,2016,Arson,0.0,0.0,3244,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Total Crime,6.0,123.6,3245,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Total Violent Crime,1.0,20.6,3246,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Total Property Crime,5.0,103.0,3247,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Aggravated Assault,1.0,20.6,3248,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Murder,0.0,0.0,3249,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Rape,0.0,0.0,3250,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Robbery,0.0,0.0,3251,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Burglary,2.0,41.2,3252,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Larceny,3.0,61.8,3253,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Motor Vehicle Theft,0.0,0.0,3254,CT,POINT (-72.4356422 41.3856546)
Deep River,2017,Arson,0.0,0.0,3255,CT,POINT (-72.4356422 41.3856546)
Derby,2010,Total Crime,410.0,3152.9,3256,CT,POINT (-73.0890324 41.3223611)
Derby,2010,Total Violent Crime,36.0,276.8,3257,CT,POINT (-73.0890324 41.3223611)
Derby,2010,Total Property Crime,374.0,2876.0,3258,CT,POINT (-73.0890324 41.3223611)
Derby,2010,Aggravated Assault,25.0,192.2,3259,CT,POINT (-73.0890324 41.3223611)
Derby,2010,Murder,0.0,0.0,3260,CT,POINT (-73.0890324 41.3223611)
Derby,2010,Rape,2.0,15.4,3261,CT,POINT (-73.0890324 41.3223611)
Derby,2010,Robbery,9.0,69.2,3262,CT,POINT (-73.0890324 41.3223611)
Derby,2010,Burglary,66.0,507.5,3263,CT,POINT (-73.0890324 41.3223611)
Derby,2010,Larceny,278.0,2137.8,3264,CT,POINT (-73.0890324 41.3223611)
Derby,2010,Motor Vehicle Theft,30.0,230.7,3265,CT,POINT (-73.0890324 41.3223611)
Derby,2010,Arson,0.0,0.0,3266,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Total Crime,396.0,3039.6,3267,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Total Violent Crime,22.0,168.9,3268,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Total Property Crime,374.0,2870.7,3269,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Aggravated Assault,12.0,92.1,3270,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Murder,0.0,0.0,3271,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Rape,1.0,7.7,3272,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Robbery,9.0,69.1,3273,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Burglary,76.0,583.4,3274,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Larceny,271.0,2080.1,3275,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Motor Vehicle Theft,27.0,207.2,3276,CT,POINT (-73.0890324 41.3223611)
Derby,2011,Arson,0.0,0.0,3277,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Total Crime,425.0,3253.5,3278,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Total Violent Crime,28.0,214.3,3279,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Total Property Crime,397.0,3039.1,3280,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Aggravated Assault,9.0,68.9,3281,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Murder,1.0,7.7,3282,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Rape,8.0,61.2,3283,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Robbery,10.0,76.6,3284,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Burglary,92.0,704.3,3285,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Larceny,271.0,2074.6,3286,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Motor Vehicle Theft,34.0,260.3,3287,CT,POINT (-73.0890324 41.3223611)
Derby,2012,Arson,2.0,15.3,3288,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Total Crime,333.0,2546.1,3289,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Total Violent Crime,19.0,145.3,3290,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Total Property Crime,314.0,2400.8,3291,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Aggravated Assault,7.0,53.5,3292,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Murder,0.0,0.0,3293,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Rape,1.0,7.6,3294,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Robbery,11.0,84.1,3295,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Burglary,49.0,374.6,3296,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Larceny,240.0,1835.0,3297,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Motor Vehicle Theft,25.0,191.1,3298,CT,POINT (-73.0890324 41.3223611)
Derby,2013,Arson,3.0,22.9,3299,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Total Crime,356.0,2724.0,3300,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Total Violent Crime,24.0,183.6,3301,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Total Property Crime,332.0,2540.4,3302,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Aggravated Assault,12.0,91.8,3303,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Murder,0.0,0.0,3304,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Rape,3.0,23.0,3305,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Robbery,9.0,68.9,3306,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Burglary,72.0,550.9,3307,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Larceny,239.0,1828.8,3308,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Motor Vehicle Theft,21.0,160.7,3309,CT,POINT (-73.0890324 41.3223611)
Derby,2014,Arson,1.0,7.7,3310,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Total Crime,393.0,3010.3,3311,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Total Violent Crime,31.0,237.5,3312,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Total Property Crime,362.0,2772.9,3313,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Aggravated Assault,13.0,99.6,3314,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Murder,0.0,0.0,3315,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Rape,4.0,30.6,3316,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Robbery,14.0,107.2,3317,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Burglary,65.0,497.9,3318,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Larceny,273.0,2091.2,3319,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Motor Vehicle Theft,24.0,183.8,3320,CT,POINT (-73.0890324 41.3223611)
Derby,2015,Arson,0.0,0.0,3321,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Total Crime,337.0,2587.3,3322,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Total Violent Crime,39.0,299.4,3323,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Total Property Crime,298.0,2287.9,3324,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Aggravated Assault,12.0,92.1,3325,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Murder,0.0,0.0,3326,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Rape,6.0,46.1,3327,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Robbery,21.0,161.2,3328,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Burglary,65.0,499.0,3329,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Larceny,195.0,1497.1,3330,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Motor Vehicle Theft,38.0,291.7,3331,CT,POINT (-73.0890324 41.3223611)
Derby,2016,Arson,0.0,0.0,3332,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Total Crime,348.0,2668.1,3333,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Total Violent Crime,42.0,322.0,3334,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Total Property Crime,306.0,2346.1,3335,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Aggravated Assault,23.0,176.3,3336,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Murder,1.0,7.7,3337,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Rape,2.0,15.3,3338,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Robbery,16.0,122.7,3339,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Burglary,35.0,268.3,3340,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Larceny,238.0,1824.7,3341,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Motor Vehicle Theft,33.0,253.0,3342,CT,POINT (-73.0890324 41.3223611)
Derby,2017,Arson,1.0,7.7,3343,CT,POINT (-73.0890324 41.3223611)
Durham,2010,Total Crime,54.0,776.4,3344,CT,POINT (-72.6812059 41.4817647)
Durham,2010,Total Violent Crime,2.0,28.8,3345,CT,POINT (-72.6812059 41.4817647)
Durham,2010,Total Property Crime,52.0,747.7,3346,CT,POINT (-72.6812059 41.4817647)
Durham,2010,Aggravated Assault,1.0,14.4,3347,CT,POINT (-72.6812059 41.4817647)
Durham,2010,Murder,0.0,0.0,3348,CT,POINT (-72.6812059 41.4817647)
Durham,2010,Rape,0.0,0.0,3349,CT,POINT (-72.6812059 41.4817647)
Durham,2010,Robbery,1.0,14.4,3350,CT,POINT (-72.6812059 41.4817647)
Durham,2010,Burglary,22.0,316.3,3351,CT,POINT (-72.6812059 41.4817647)
Durham,2010,Larceny,28.0,402.6,3352,CT,POINT (-72.6812059 41.4817647)
Durham,2010,Motor Vehicle Theft,2.0,28.8,3353,CT,POINT (-72.6812059 41.4817647)
Durham,2010,Arson,0.0,0.0,3354,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Total Crime,61.0,875.4,3355,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Total Violent Crime,4.0,57.4,3356,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Total Property Crime,57.0,818.0,3357,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Aggravated Assault,1.0,14.4,3358,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Murder,0.0,0.0,3359,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Rape,0.0,0.0,3360,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Robbery,3.0,43.1,3361,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Burglary,18.0,258.3,3362,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Larceny,39.0,559.7,3363,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Motor Vehicle Theft,0.0,0.0,3364,CT,POINT (-72.6812059 41.4817647)
Durham,2011,Arson,0.0,0.0,3365,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Total Crime,33.0,472.3,3366,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Total Violent Crime,2.0,28.6,3367,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Total Property Crime,31.0,443.7,3368,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Aggravated Assault,1.0,14.3,3369,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Murder,0.0,0.0,3370,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Rape,0.0,0.0,3371,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Robbery,1.0,14.3,3372,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Burglary,13.0,186.1,3373,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Larceny,17.0,243.3,3374,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Motor Vehicle Theft,1.0,14.3,3375,CT,POINT (-72.6812059 41.4817647)
Durham,2012,Arson,0.0,0.0,3376,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Total Crime,110.0,1572.6,3377,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Total Violent Crime,2.0,28.6,3378,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Total Property Crime,108.0,1544.0,3379,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Aggravated Assault,0.0,0.0,3380,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Murder,0.0,0.0,3381,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Rape,0.0,0.0,3382,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Robbery,2.0,28.6,3383,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Burglary,80.0,1143.7,3384,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Larceny,24.0,343.1,3385,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Motor Vehicle Theft,4.0,57.2,3386,CT,POINT (-72.6812059 41.4817647)
Durham,2013,Arson,0.0,0.0,3387,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Total Crime,25.0,357.7,3388,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Total Violent Crime,0.0,0.0,3389,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Total Property Crime,25.0,357.7,3390,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Aggravated Assault,0.0,0.0,3391,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Murder,0.0,0.0,3392,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Rape,0.0,0.0,3393,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Robbery,0.0,0.0,3394,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Burglary,6.0,85.8,3395,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Larceny,18.0,257.5,3396,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Motor Vehicle Theft,1.0,14.3,3397,CT,POINT (-72.6812059 41.4817647)
Durham,2014,Arson,0.0,0.0,3398,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Total Crime,23.0,329.4,3399,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Total Violent Crime,4.0,57.3,3400,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Total Property Crime,19.0,272.1,3401,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Aggravated Assault,0.0,0.0,3402,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Murder,1.0,14.3,3403,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Rape,0.0,0.0,3404,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Robbery,3.0,43.0,3405,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Burglary,5.0,71.6,3406,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Larceny,14.0,200.5,3407,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Motor Vehicle Theft,0.0,0.0,3408,CT,POINT (-72.6812059 41.4817647)
Durham,2015,Arson,0.0,0.0,3409,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Total Crime,25.0,358.9,3410,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Total Violent Crime,6.0,86.1,3411,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Total Property Crime,19.0,272.8,3412,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Aggravated Assault,6.0,86.1,3413,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Murder,0.0,0.0,3414,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Rape,0.0,0.0,3415,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Robbery,0.0,0.0,3416,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Burglary,5.0,71.8,3417,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Larceny,11.0,157.9,3418,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Motor Vehicle Theft,3.0,43.1,3419,CT,POINT (-72.6812059 41.4817647)
Durham,2016,Arson,0.0,0.0,3420,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Total Crime,37.0,530.4,3421,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Total Violent Crime,3.0,43.0,3422,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Total Property Crime,34.0,487.4,3423,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Aggravated Assault,2.0,28.7,3424,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Murder,0.0,0.0,3425,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Rape,0.0,0.0,3426,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Robbery,1.0,14.3,3427,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Burglary,6.0,86.0,3428,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Larceny,17.0,243.7,3429,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Motor Vehicle Theft,11.0,157.7,3430,CT,POINT (-72.6812059 41.4817647)
Durham,2017,Arson,0.0,0.0,3431,CT,POINT (-72.6812059 41.4817647)
East Granby,2010,Total Crime,52.0,1044.2,3432,CT,POINT (-72.7273158 41.9412081)
East Granby,2010,Total Violent Crime,2.0,40.2,3433,CT,POINT (-72.7273158 41.9412081)
East Granby,2010,Total Property Crime,50.0,1004.0,3434,CT,POINT (-72.7273158 41.9412081)
East Granby,2010,Aggravated Assault,0.0,0.0,3435,CT,POINT (-72.7273158 41.9412081)
East Granby,2010,Murder,0.0,0.0,3436,CT,POINT (-72.7273158 41.9412081)
East Granby,2010,Rape,2.0,40.2,3437,CT,POINT (-72.7273158 41.9412081)
East Granby,2010,Robbery,0.0,0.0,3438,CT,POINT (-72.7273158 41.9412081)
East Granby,2010,Burglary,16.0,321.3,3439,CT,POINT (-72.7273158 41.9412081)
East Granby,2010,Larceny,28.0,562.2,3440,CT,POINT (-72.7273158 41.9412081)
East Granby,2010,Motor Vehicle Theft,6.0,120.5,3441,CT,POINT (-72.7273158 41.9412081)
East Granby,2010,Arson,0.0,0.0,3442,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Total Crime,37.0,741.6,3443,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Total Violent Crime,1.0,20.0,3444,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Total Property Crime,36.0,721.6,3445,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Aggravated Assault,0.0,0.0,3446,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Murder,0.0,0.0,3447,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Rape,1.0,20.0,3448,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Robbery,0.0,0.0,3449,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Burglary,12.0,240.5,3450,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Larceny,21.0,420.9,3451,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Motor Vehicle Theft,3.0,60.1,3452,CT,POINT (-72.7273158 41.9412081)
East Granby,2011,Arson,0.0,0.0,3453,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Total Crime,48.0,959.6,3454,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Total Violent Crime,3.0,60.0,3455,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Total Property Crime,45.0,899.6,3456,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Aggravated Assault,1.0,20.0,3457,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Murder,0.0,0.0,3458,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Rape,1.0,20.0,3459,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Robbery,1.0,20.0,3460,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Burglary,7.0,139.9,3461,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Larceny,23.0,459.8,3462,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Motor Vehicle Theft,15.0,299.9,3463,CT,POINT (-72.7273158 41.9412081)
East Granby,2012,Arson,0.0,0.0,3464,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Total Crime,68.0,1357.8,3465,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Total Violent Crime,0.0,0.0,3466,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Total Property Crime,68.0,1357.8,3467,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Aggravated Assault,0.0,0.0,3468,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Murder,0.0,0.0,3469,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Rape,0.0,0.0,3470,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Robbery,0.0,0.0,3471,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Burglary,17.0,339.5,3472,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Larceny,25.0,499.2,3473,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Motor Vehicle Theft,26.0,519.2,3474,CT,POINT (-72.7273158 41.9412081)
East Granby,2013,Arson,0.0,0.0,3475,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Total Crime,59.0,1179.1,3476,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Total Violent Crime,0.0,0.0,3477,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Total Property Crime,59.0,1179.1,3478,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Aggravated Assault,0.0,0.0,3479,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Murder,0.0,0.0,3480,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Rape,0.0,0.0,3481,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Robbery,0.0,0.0,3482,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Burglary,11.0,219.8,3483,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Larceny,35.0,699.4,3484,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Motor Vehicle Theft,13.0,259.8,3485,CT,POINT (-72.7273158 41.9412081)
East Granby,2014,Arson,0.0,0.0,3486,CT,POINT (-72.7273158 41.9412081)
East Granby,2015,Total Crime,45.0,900.2,3487,CT,POINT (-72.7273158 41.9412081)
East Granby,2015,Total Violent Crime,1.0,20.0,3488,CT,POINT (-72.7273158 41.9412081)
East Granby,2015,Total Property Crime,44.0,880.2,3489,CT,POINT (-72.7273158 41.9412081)
East Granby,2015,Aggravated Assault,0.0,0.0,3490,CT,POINT (-72.7273158 41.9412081)
East Granby,2015,Murder,0.0,0.0,3491,CT,POINT (-72.7273158 41.9412081)
East Granby,2015,Rape,1.0,20.0,3492,CT,POINT (-72.7273158 41.9412081)
East Granby,2015,Robbery,0.0,0.0,3493,CT,POINT (-72.7273158 41.9412081)
East Granby,2015,Burglary,10.0,200.0,3494,CT,POINT (-72.7273158 41.9412081)
East Granby,2015,Larceny,30.0,600.1,3495,CT,POINT (-72.7273158 41.9412081)
East Granby,2015,Motor Vehicle Theft,4.0,80.0,3496,CT,POINT (-72.7273158 41.9412081)
