Credential ID,Name,Type,Business Name,DBA,Full Credential Code,Credential,Status,Issue Date,Effective Date,Expiration Date,Address,City,Zip Code,Location,Healthcare ID
929670,COASTAL DIGESTIVE CARE CENTER LLC,LIMITED LIABILITY COMPANY,COASTAL DIGESTIVE CARE CENTER LLC,"COASTAL DIGESTIVE CARE CENTER, LLC",ASC.0000303,Out-Patient Surgical Facility,ACTIVE,01-04-2009,01-04-2023,03/31/2025,234A BANK ST,NEW LONDON,6320,POINT (-72.0972315 41.351408769),77
929651,EASTERN CONNECTICUT ENDOSCOPY CENTER LLC,LIMITED LIABILITY COMPANY,EASTERN CONNECTICUT ENDOSCOPY CENTER LLC,"EASTERN CONNECTICUT ENDOSCOPY CENTER, LLC",ASC.0000295,Out-Patient Surgical Facility,ACTIVE,01-10-2008,01-10-2022,09/30/2024,79 WAWECUS ST STE 107,NORWICH,6360,POINT (-72.112955969 41.549277982),78
930658,APPLE REHAB MYSTIC,CORPORATION,APPLE REHAB MYSTIC,APPLE REHAB MYSTIC,CCNH.001063C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,28 BROADWAY AVE,MYSTIC,6355,POINT (-71.964441972 41.352478984),79
1607006,RESIDENCE AT BROOKSIDE THE,LIMITED LIABILITY COMPANY,RESIDENCE AT BROOKSIDE THE,RESIDENCE AT BROOKSIDE THE,ALSA.0000203,Assisted Living Service Agency,ACTIVE,11-10-2018,01-10-2022,09/30/2024,117 SIMSBURY ROAD,AVON,6001,POINT (-72.830747959 41.81779598),80
2252041,JOHNSON MEMORIAL HOSPITAL LABORATORY,NON-PROFIT CORPORATION,JOHNSON MEMORIAL HOSPITAL LABORATORY,JOHNSON MEMORIAL HOSPITAL LABORATORY,CLAB.00HP358,Clinical Laboratory,ACTIVE IN RENEWAL,12/26/2007,01-04-2022,03/31/2024,201 CHESTNUT HILL RD,STAFFORD SPRINGS,6076,POINT (-72.39374302 41.980158012),81
929935,GARDNER HEIGHTS HEALTH CARE CENTER INC.,CORPORATION,GARDNER HEIGHTS HEALTH CARE CENTER INC.,"GARDNER HEIGHTS HEALTH CARE CENTER, INC.",CCNH.0002296,Chronic & Convalescent Nursing Home,ACTIVE,01-10-2008,01-10-2022,09/30/2024,172 ROCKY REST RD,SHELTON,6484,POINT (-73.095567987 41.285777013),82
930597,LEDGECREST HEALTH CARE CENTER,CORPORATION,LEDGECREST HEALTH CARE CENTER,LEDGECREST HEALTH CARE CENTER,CCNH.002046C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-01-2010,01-01-2022,12/31/2023,154 KENSINGTON RD,KENSINGTON,6037,POINT (-72.770130035 41.629874004),83
2243831,QUEST DIAGNOSTICS LLC,LIMITED LIABILITY COMPANY,QUEST DIAGNOSTICS LLC,"QUEST DIAGNOSTICS, LLC",CLAB.0000762,Clinical Laboratory,ACTIVE,12/23/2003,01-07-2023,06/30/2025,374 GRAND AVE,NEW HAVEN,6513,POINT (-72.90215599 41.308268007),84
2463453,CONNECTICUT PATHOLOGY GROUP,CORPORATION,CONNECTICUT PATHOLOGY GROUP,CONNECTICUT PATHOLOGY GROUP,CLAB.0001097,Clinical Laboratory,ACTIVE,07/19/2023,07/19/2023,09/30/2025,28 CRESCENT ST RM EG074,MIDDLETOWN,6457,POINT (-72.647120996 41.554538003),85
2251564,WILLIAM W. BACKUS HOSPITAL LABORATORY,NON-PROFIT CORPORATION,WILLIAM W. BACKUS HOSPITAL LABORATORY,WILLIAM W. BACKUS HOSPITAL LABORATORY,CLAB.00HP230,Clinical Laboratory,ACTIVE IN RENEWAL,01-01-2008,01-04-2022,03/31/2024,326 WASHINGTON ST,NORWICH,6360,POINT (-72.088939972 41.542427997),86
929931,APPLE REHAB SHELTON LAKES,CORPORATION,APPLE REHAB SHELTON LAKES,APPLE REHAB SHELTON LAKES,CCNH.0002298,Chronic & Convalescent Nursing Home,ACTIVE,01-10-2008,01-10-2022,09/30/2024,5 LAKE RD,SHELTON,6484,POINT (-73.114960023 41.312961998),87
930897,LITCHFIELD WOODS HEALTH CARE CENTER,LIMITED LIABILITY PARTNERSHIP,LITCHFIELD WOODS HEALTH CARE CENTER,LITCHFIELD WOODS HEALTH CARE CENTER,CCRH.002034C,Chronic & Convalescent Nursing Homes and Rest Home with Nursing Supervision,ACTIVE IN RENEWAL,01-04-2010,01-04-2022,03/31/2024,255 ROBERTS ST,TORRINGTON,6790,POINT (-73.142577975 41.810344007),88
2386002,VERNON REHABILITATION AND HEALTHCARE CENTER,LIMITED LIABILITY COMPANY,VERNON REHABILITATION AND HEALTHCARE CENTER,VERNON REHABILITATION AND HEALTHCARE CENTER,CCNH.0002472,Chronic & Convalescent Nursing Home,ACTIVE,07/28/2022,07/27/2022,06/30/2024,180 REGAN RD,VERNON ROCKVILLE,6066,POINT (-72.477283018 41.851550993),89
930702,"LEEWAY, INC.",NON-PROFIT CORPORATION,"LEEWAY, INC.","LEEWAY, INC.",CCNH.002167C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-10-2009,01-10-2021,09/30/2023,40 ALBERT ST,NEW HAVEN,6511,POINT (-72.89615899 41.326029008),90
929130,BAL BROOKFIELD LLC,LIMITED LIABILITY COMPANY,BAL BROOKFIELD LLC,The Village at Brookfield Common,ALSA.0000138,Assisted Living Service Agency,ACTIVE,01-12-2009,01-10-2022,09/30/2024,246A FEDERAL RD,BROOKFIELD,6804,POINT (-73.406356971 41.445354997),91
2268716,WEST HAVEN CENTER FOR NURSING & REHABILITATION LLC,LIMITED LIABILITY COMPANY,WEST HAVEN CENTER FOR NURSING & REHABILITATION LLC,WEST HAVEN CENTER FOR NURSING & REHABILITATION LLC,CCNH.0002466,Chronic & Convalescent Nursing Home,ACTIVE,07-11-2021,01-10-2023,09/30/2025,310 TERRACE AVE,WEST HAVEN,6516,POINT (-72.968741997 41.282384019),92
2247088,QUEST DIAGNOSTICS LLC,LIMITED LIABILITY COMPANY,QUEST DIAGNOSTICS LLC,QUEST DIAGNOSTICS LLC,CLAB.0001047,Clinical Laboratory,ACTIVE,01-04-2021,01-07-2023,06/30/2025,280 SOUTH MAIN ST,CHESHIRE,6410,POINT (-72.902812964 41.49477101),93
2245077,DERMATOLOGY ASSOCIATES OF WESTERN CT PC,CORPORATION,DERMATOLOGY ASSOCIATES OF WESTERN CT PC,DERMATOLOGY ASSOCIATES OF WESTERN CT PC,CLAB.0000979,Clinical Laboratory,ACTIVE,06-05-2019,01-07-2023,06/30/2025,170 MOUNT PLEASANT RD STE 201,NEWTOWN,6470,POINT (-73.368022001 41.415949017),94
930703,"MATULAITIS NURSING HOME, INC.",NON-PROFIT CORPORATION,"MATULAITIS NURSING HOME, INC.","MATULAITIS NURSING HOME, INC.",CCNH.000989C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-01-2010,01-01-2022,12/31/2023,10 THURBER RD,PUTNAM,6260,POINT (-71.86069002 41.929657004),95
931909,MAPLEWOOD AT NEWTOWN,LIMITED LIABILITY COMPANY,MAPLEWOOD AT NEWTOWN,"MAPLEWOOD AT NEWTOWN ALSA, LLC",ALSA.0000152,Assisted Living Service Agency,ACTIVE IN RENEWAL,05/15/2010,01-04-2022,03/31/2024,166 MOUNT PLEASANT RD,NEWTOWN,6470,POINT (-73.369176021 41.41780498),96
1632606,"SPRING VILLAGE AT DANBURY, LLC",LIMITED LIABILITY COMPANY,"SPRING VILLAGE AT DANBURY, LLC",SPRING VILLAGE AT DANBURY,ALSA.0000208,Assisted Living Service Agency,ACTIVE,02/15/2019,01-01-2023,12/31/2024,8 GLEN HILL RD,DANBURY,6811,POINT (-73.448934021 41.414916996),97
929682,MCLEAN HEALTH CENTER,NON-PROFIT CORPORATION,MCLEAN HEALTH CENTER,MCLEAN HEALTH CENTER,ALSA.0000119,Assisted Living Service Agency,ACTIVE,01-07-2009,01-07-2023,06/30/2025,75 GREAT POND RD,SIMSBURY,6070,POINT (-72.828256019 41.880519982),98
930653,WILTON MEADOWS HEALTH CARE CENTER,LIMITED LIABILITY PARTNERSHIP,WILTON MEADOWS HEALTH CARE CENTER,WILTON MEADOWS HEALTH CARE CENTER,CCNH.002032C,Chronic & Convalescent Nursing Home,ACTIVE,01-10-2009,01-10-2023,09/30/2025,439 DANBURY RD ROUTE 7,WILTON,6897,POINT (-73.430026962 41.217455995),99
930697,CHERRY BROOK HEALTH CARE CENTER,NON-PROFIT CORPORATION,CHERRY BROOK HEALTH CARE CENTER,CHERRY BROOK HEALTH CARE CENTER,CCNH.002125C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-01-2010,01-01-2022,12/31/2023,102 DYER AVE,COLLINSVILLE,6019,POINT (-72.921115017 41.831944004),100
2249455,GREENWICH HOSPITAL LABORATORY,NON-PROFIT CORPORATION,GREENWICH HOSPITAL LABORATORY,GREENWICH HOSPITAL LABORATORY,CLAB.00HP208,Clinical Laboratory,ACTIVE,09/29/2003,01-10-2023,12/31/2025,5 PERRYRIDGE RD,GREENWICH,6830,POINT (-73.630279011 41.03454799),101
2249463,UCONN HEALTH CENTER-JOHN DEMPSEY HOSPITAL LABORATORY,GOVERNMENT AGENCY,UCONN HEALTH CENTER-JOHN DEMPSEY HOSPITAL LABORATORY,UCONN HEALTH CENTER-JOHN DEMPSEY HOSPITAL LABORATORY,CLAB.00HP213,Clinical Laboratory,ACTIVE IN RENEWAL,07/13/2006,01-01-2021,12/31/2022,263 FARMINGTON AVE,FARMINGTON,6030,POINT (-72.791941004 41.730190004),102
1262076,AUTUMN LAKE HEALTHCARE AT NEW BRITAIN,LIMITED LIABILITY COMPANY,AUTUMN LAKE HEALTHCARE AT NEW BRITAIN,AUTUMN LAKE HEALTHCARE AT NEW BRITAIN,CCNH.0002402,Chronic & Convalescent Nursing Home,ACTIVE,01-01-2015,01-01-2023,12/31/2024,400 BRITTANY FARMS RD,NEW BRITAIN,6053,POINT (-72.768893034 41.713598991),103
1472957,MONTOWESE HEALTH & REHABILITATION CENTER,LIMITED LIABILITY COMPANY,MONTOWESE HEALTH & REHABILITATION CENTER,MONTOWESE HEALTH & REHABILITATION CENTER,CCNH.0002442,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01/29/2018,01-01-2022,12/31/2023,163 QUINNIPIAC AVENUE,NORTH HAVEN,6473,POINT (-72.862166014 41.346639982),104
1362281,MOZAIC SENIOR LIFE,NON-PROFIT CORPORATION,MOZAIC SENIOR LIFE,MOZAIC SENIOR LIFE,CCNH.0002431,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,06/22/2016,01-04-2022,03/31/2024,4200 PARK AVE,BRIDGEPORT,6604,POINT (-73.230576978 41.212938987),105
930799,APPLE REHAB MIDDLETOWN,CORPORATION,APPLE REHAB MIDDLETOWN,APPLE REHAB MIDDLETOWN,CCNH.002017C,Chronic & Convalescent Nursing Home,ACTIVE,01-10-2008,01-10-2022,09/30/2024,600 HIGHLAND AVE,MIDDLETOWN,6457,POINT (-72.655690989 41.532372018),106
2556354,"STAMFORD GASTROENTEROLOGY, INC.",BUSINESS,"STAMFORD GASTROENTEROLOGY, INC.","STAMFORD GASTROENTEROLOGY, INC.",CLAB.0001115,Clinical Laboratory,ACTIVE,01/25/2024,01/25/2024,03/31/2026,"90 Morgan St, Suite 301",Stamford,6905,POINT (-73.536605962 41.064384003),107
2243965,NEW BRITAIN PEDIATRIC GROUP,BUSINESS,NEW BRITAIN PEDIATRIC GROUP,NEW BRITAIN PEDIATRIC GROUP,CLAB.0000781,Clinical Laboratory,ACTIVE,03-02-2003,01-04-2023,03/31/2025,1095 W MAIN ST,NEW BRITAIN,6053,POINT (-72.820230011 41.668965985),108
1278950,CIVITA CARE CENTER AT DANBURY,LIMITED LIABILITY COMPANY,CIVITA CARE CENTER AT DANBURY,CIVITA CARE CENTER AT DANBURY,CCNH.0002409,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2015,01-04-2023,03/31/2025,107 OSBORNE ST,DANBURY,6810,POINT (-73.442704081 41.40339013),109
930883,"PORTLAND CARE AND REHABILITATION CENTRE, INC.",LIMITED LIABILITY COMPANY,"PORTLAND CARE AND REHABILITATION CENTRE, INC.","PORTLAND CARE AND REHABILITATION CENTRE, INC.",CCNH.000871C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-01-2010,01-01-2022,12/31/2023,333 MAIN ST,PORTLAND,6480,POINT (-72.635541983 41.578310002),110
1223302,BSL SHELTON LLC,LIMITED LIABILITY COMPANY,BSL SHELTON LLC,BSL SHELTON LLC,ALSA.0000169,Assisted Living Service Agency,ACTIVE,05/19/2014,01-07-2022,06/30/2024,708 BRIDGEPORT AVE # A,SHELTON,6484,POINT (-73.120241041 41.275374988),111
2245917,"INTEGRATED DERMATOLOGY OF GROTON, LLC",PARTNERSHIP,"INTEGRATED DERMATOLOGY OF GROTON, LLC","INTEGRATED DERMATOLOGY OF GROTON, LLC",CLAB.0000948,Clinical Laboratory,ACTIVE,06-11-2012,01-10-2022,09/30/2024,"481 GOLD STAR HWY, STE 201",GROTON,6340,POINT (-72.052947528 41.372401177),112
1177110,"RIVER VALLEY ASC, LLC",LIMITED LIABILITY COMPANY,"RIVER VALLEY ASC, LLC","RIVER VALLEY ASC, LLC",ASC.0000338,Out-Patient Surgical Facility,ACTIVE,07/30/2013,01-07-2023,06/30/2025,45 SALEM TPKE,NORWICH,6360,POINT (-72.107951973 41.514398996),113
930536,APPLE REHAB WATERTOWN,CORPORATION,APPLE REHAB WATERTOWN,APPLE REHAB WATERTOWN,CCNH.001082C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,35 BUNKER HILL RD,WATERTOWN,6795,POINT (-73.099028037 41.578140981),114
930691,MARLBOROUGH HEALTH & REHABILITATION CENTER,CORPORATION,MARLBOROUGH HEALTH & REHABILITATION CENTER,MARLBOROUGH HEALTH & REHABILITATION CENTER,CCNH.002105C,Chronic & Convalescent Nursing Home,ACTIVE,01-07-2008,01-07-2022,09/30/2024,85 STAGE HARBOR RD,MARLBOROUGH,6447,POINT (-72.477579989 41.652896996),115
929134,BAL MYSTIC LLC,LIMITED LIABILITY COMPANY,BAL MYSTIC LLC,BAL MYSTIC LLC,ALSA.0000139,Assisted Living Service Agency,ACTIVE,02-12-2008,01-10-2022,09/30/2024,20 ACADEMY LN,MYSTIC,6355,POINT (-71.971414961 41.357060993),116
929135,BAL NIANTIC LLC,LIMITED LIABILITY COMPANY,BAL NIANTIC LLC,Crescent Point at Niantic,ALSA.0000140,Assisted Living Service Agency,ACTIVE,02-12-2008,01-10-2022,09/30/2024,417 MAIN ST,NIANTIC,6357,POINT (-72.199312035 41.322968985),117
2243888,WEST ROCK PEDIATRICS AND ADOLESCENT MEDICINE,BUSINESS,WEST ROCK PEDIATRICS AND ADOLESCENT MEDICINE,WEST ROCK PEDIATRICS AND ADOLESCENT MEDICINE,CLAB.0000904,Clinical Laboratory,ACTIVE,02/24/1993,01-10-2022,09/30/2024,8 LUNAR DR,WOODBRIDGE,6525,POINT (-72.976288978 41.345689013),118
2251561,NORWALK HOSPITAL LABORATORY,NON-PROFIT CORPORATION,NORWALK HOSPITAL LABORATORY,NORWALK HOSPITAL LABORATORY,CLAB.00HP229,Clinical Laboratory,ACTIVE IN RENEWAL,08-05-2003,01-07-2021,06/30/2023,34 MAPLE ST,NORWALK,6850,POINT (-73.421858965 41.111368007),119
930930,ST. JOSEPH'S CENTER,LIMITED LIABILITY COMPANY,ST. JOSEPH'S CENTER,ST. JOSEPH'S CENTER,CCNH.0002321,Chronic & Convalescent Nursing Home,ACTIVE,01-07-2008,01-07-2022,06/30/2024,6448 MAIN ST,TRUMBULL,6611,POINT (-73.226691966 41.27400002),120
930505,BLOOMFIELD CENTER FOR NURSING AND REHABILITATION,LIMITED LIABILITY COMPANY,BLOOMFIELD CENTER FOR NURSING AND REHABILITATION,BLOOMFIELD CENTER FOR NURSING & REHABILITATION,CCNH.000913C,Chronic & Convalescent Nursing Home,ACTIVE,01-07-2008,01-07-2022,06/30/2024,355 PARK AVE,BLOOMFIELD,6002,POINT (-72.713032008 41.821882996),121
930925,BRIGHTON GARDENS OF STAMFORD,LIMITED LIABILITY COMPANY,BRIGHTON GARDENS OF STAMFORD,BRIGHTON GARDENS OF STAMFORD,ALSA.0000022,Assisted Living Service Agency,ACTIVE,01-10-2009,01-10-2023,09/30/2025,59 ROXBURY RD,STAMFORD,6902,POINT (-73.562169007 41.091138996),122
930704,NORTHBRIDGE HEALTHCARE CENTER INC.,CORPORATION,NORTHBRIDGE HEALTHCARE CENTER INC.,NORTHBRIDGE HEALTHCARE CENTER,CCNH.002183C,Chronic & Convalescent Nursing Home,ACTIVE,01-10-2008,01-10-2022,09/30/2024,2875 MAIN ST,BRIDGEPORT,6606,POINT (-73.204170965 41.20125298),123
1248815,MAPLEWOOD AT DARIEN,LIMITED LIABILITY COMPANY,MAPLEWOOD AT DARIEN,MAPLEWOOD AT DARIEN,ALSA.0000171,Assisted Living Service Agency,ACTIVE,06-10-2014,01-10-2022,09/30/2024,599 POST RD,DARIEN,6820,POINT (-73.465231039 41.082576002),124
2387332,ARBORS OF HOP BROOK,BUSINESS,ARBORS OF HOP BROOK,ARBORS OF HOP BROOK,ALSA.0000236,Assisted Living Service Agency,ACTIVE,07/28/2022,07/15/2022,06/30/2024,403 W CENTER  ST.,MANCHESTER,6040,POINT (-72.554019006 41.770337979),125
2246037,ADULT & PEDIATRIC DERMATOLOGY SPECIALISTS. PC,CORPORATION,ADULT & PEDIATRIC DERMATOLOGY SPECIALISTS. PC,ADULT & PEDIATRIC DERMATOLOGY SPECIALISTS. PC,CLAB.0000965,Clinical Laboratory,ACTIVE,03/31/1994,01-01-2023,12/31/2024,162 KINGS HWY NORTH,WESTPORT,6880,POINT (-73.36261802 41.14571801),126
2311637,Dermatology Physicians of Ct,LIMITED LIABILITY PARTNERSHIP,Dermatology Physicians of Ct,Dermatology Physicians of CT,CLAB.0001076,Clinical Laboratory,ACTIVE IN RENEWAL,06/29/2022,06/29/2022,06/30/2024,6 Shaws Cove,New London,6320,POINT (-72.102112971 41.348896013),127
930210,HEBREW COMMUNITY SERVICES INC.,CORPORATION,HEBREW COMMUNITY SERVICES INC.,HEBREW HEALTH CARE ASSISTED LIVING SERVICE AGENCY,ALSA.0AL0052,Assisted Living Service Agency,ACTIVE IN RENEWAL,01-04-2008,01-04-2022,03/31/2024,160 SIMSBURY RD,WEST HARTFORD,6117,POINT (-72.73513802 41.802140009),128
930922,WHITNEY CENTER INCORPORATED,CORPORATION,WHITNEY CENTER INCORPORATED,"WHITNEY CENTER, INC",ALSA.0AL0001,Assisted Living Service Agency,ACTIVE,01-10-2009,01-10-2023,09/30/2025,200 LEEDER HILL DR,HAMDEN,6517,POINT (-72.921595971 41.349419002),129
1798927,ANTHOLOGY OF FARMINGTON,LIMITED LIABILITY COMPANY,ANTHOLOGY OF FARMINGTON,ANTHOLOGY OF FARMINGTON,ALSA.0000216,Assisted Living Service Agency,ACTIVE,10/18/2019,01-10-2023,09/30/2025,1 BRIDGEWATER RD,FARMINGTON,6032,POINT (-72.850033041 41.739504017),130
929168,COMMONWEALTH SENIOR LIVING AT HADDAM,LIMITED LIABILITY COMPANY,COMMONWEALTH SENIOR LIVING AT HADDAM,COMMONWEALTH SENIOR LIVING AT HADDAM,ALSA.0000148,Assisted Living Service Agency,ACTIVE,09/25/2009,01-07-2023,06/30/2025,1556 SAYBROOK RD ROUTE 154,HADDAM,6438,POINT (-72.476354974 41.451578979),131
2001475,CONNECTICUT SURGERY CENTER,LIMITED LIABILITY PARTNERSHIP,CONNECTICUT SURGERY CENTER,CONNECTICUT SURGERY CENTER,ASC.0000368,Out-Patient Surgical Facility,ACTIVE,01/22/2020,01-01-2024,12/31/2025,55 SOUTH RD STE 100,FARMINGTON,6032,POINT (-72.797686967 41.724943017),132
930676,NOTRE DAME HEALTH AND REHABILITATION CENTER,NON-PROFIT CORPORATION,NOTRE DAME HEALTH AND REHABILITATION CENTER,NOTRE DAME HEALTH AND REHABILITATION CENTER,CCNH.000286C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-01-2010,01-01-2022,12/31/2023,76 W ROCKS RD,NORWALK,6851,POINT (-73.412780023 41.133688009),133
2245987,"ILLUME FERTILITY, PLLC",BUSINESS,"ILLUME FERTILITY, PLLC","ILLUME FERTILITY, PLLC",CLAB.0000697,Clinical Laboratory,ACTIVE,07/19/2013,01-10-2022,09/30/2024,115 TECHNOLOGY DRIVE,TRUMBULL,6611,POINT (-73.231275023 41.296437998),134
2419565,SASCO HILL SURGERY CENTER,LIMITED LIABILITY COMPANY,SASCO HILL SURGERY CENTER,SASCO HILL SURGERY CENTER,ASC.0000378,Out-Patient Surgical Facility,ACTIVE,11/17/2022,11/15/2022,09/30/2024,2600 POST ROAD,SOUTHPORT,6890,POINT (-73.278161964 41.140128999),135
1510923,WHISPERING PINES REHABILITATION AND NURSING CENTER,LIMITED LIABILITY COMPANY,WHISPERING PINES REHABILITATION AND NURSING CENTER,WHISPERING PINES REHABILITATION AND NURSING CENTER,CCNH.0002443,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,03-05-2018,01-04-2022,03/31/2024,38 TALMADGE AVE,EAST HAVEN,6512,POINT (-72.864480006 41.263503992),136
930692,SHADY KNOLL HEALTH CENTER,CORPORATION,SHADY KNOLL HEALTH CENTER,SHADY KNOLL HEALTH CENTER,CCNH.002107C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,41 SKOKORAT ST,SEYMOUR,6483,POINT (-73.056610996 41.401768011),137
929755,"PINES AT BRISTOL CENTER FOR NURSING & REHABILITATION, THE",LIMITED LIABILITY PARTNERSHIP,"PINES AT BRISTOL CENTER FOR NURSING & REHABILITATION, THE","PINES AT BRISTOL CENTER FOR NURSING & REHABILITATION, THE",CCNH.0002329,Chronic & Convalescent Nursing Home,ACTIVE,01-01-2014,01-01-2024,12/31/2025,61 BELLEVUE AVE,BRISTOL,6010,POINT (-72.940848029 41.675148016),138
2414335,Health Outlook Corporation,BUSINESS,Health Outlook Corporation,Health Outlook Corporation,CLAB.0001083,Clinical Laboratory,ACTIVE,01/23/2023,01/23/2023,03/31/2025,93 Shennecossett Rd,Groton,6340,POINT (-72.073190963 41.336570006),139
2243893,SKIN CARE PHYSICIANS OF FAIRFIELD COUNTY,LIMITED LIABILITY COMPANY,SKIN CARE PHYSICIANS OF FAIRFIELD COUNTY,SKIN CARE PHYSICIANS OF FAIRFIELD COUNTY,CLAB.0000907,Clinical Laboratory,ACTIVE IN RENEWAL,10/25/2013,01-04-2022,03/30/2024,13 PARK ST,NORWALK,6851,POINT (-73.40879996 41.12006398),140
929883,LUTHER RIDGE AT MIDDLETOWN INC.,NON-PROFIT CORPORATION,LUTHER RIDGE AT MIDDLETOWN INC.,"LUTHER RIDGE AT MIDDLETOWN, INC.",ALSA.0000113,Assisted Living Service Agency,ACTIVE,01-10-2009,01-10-2023,09/30/2025,628 CONGDON ST W,MIDDLETOWN,6457,POINT (-72.693447089 41.570182955),141
1803613,GLEN HILL CENTER,CORPORATION  LTD (LIMITED),GLEN HILL CENTER,GLEN HILL CENTER,CCNH.0002455,Chronic & Convalescent Nursing Home,ACTIVE,01-11-2019,01-10-2023,09/30/2025,1 GLEN HILL RD,DANBURY,6811,POINT (-73.448592962 41.413658998),142
930904,CONNECTICUT BAPTIST HOME INC.,NON-PROFIT CORPORATION,CONNECTICUT BAPTIST HOME INC.,"CONNECTICUT BAPTIST HOMES, INC.",CCRH.001023C,Chronic & Convalescent Nursing Homes and Rest Home with Nursing Supervision,ACTIVE IN RENEWAL,01-10-2009,01-10-2021,09/30/2023,292 THORPE AVE,MERIDEN,6450,POINT (-72.754162006 41.515120008),143
930654,POMPERAUG WOODS HEALTH CENTER,CORPORATION,POMPERAUG WOODS HEALTH CENTER,POMPERAUG WOODS HEALTH CENTER,CCNH.002033C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-04-2010,01-04-2022,03/31/2024,80 HERITAGE RD,SOUTHBURY,6488,POINT (-73.217271042 41.483498985),144
1248188,"WESTERN CONNECTICUT ORTHOPEDIC SURGICAL CENTER, LLC",LIMITED LIABILITY COMPANY,"WESTERN CONNECTICUT ORTHOPEDIC SURGICAL CENTER, LLC","WESTERN CONNECTICUT ORHOPEDIC SURGICAL CENTER, LLC",ASC.0000342,Out-Patient Surgical Facility,ACTIVE,01-10-2014,01-10-2022,09/30/2024,226 WHITE ST,DANBURY,6810,POINT (-73.439773584 41.399452714),145
930650,WADSWORTH GLEN HEALTH CARE AND REHABILITATION CENTER,CORPORATION,WADSWORTH GLEN HEALTH CARE AND REHABILITATION CENTER,WADSWORTH GLEN HEALTH CARE AND REHABILITATION CENTER,CCNH.002025C,Chronic & Convalescent Nursing Home,ACTIVE IN RENEWAL,01-01-2010,01-01-2022,12/31/2023,30 BOSTON RD,MIDDLETOWN,6457,POINT (-72.676115005 41.553898003),146
1620379,BRANDYWINE LIVING AT LITCHFIELD,LIMITED LIABILITY COMPANY,BRANDYWINE LIVING AT LITCHFIELD,BRANDYWINE LIVING AT LITCHFIELD,ALSA.0000207,Assisted Living Service Agency,ACTIVE,12/13/2018,01-10-2022,09/30/2024,19 CONSTITUTION WAY,LITCHFIELD,6759,POINT (-73.203992012 41.743356004),147
1629064,PARKVILLE CARE CENTER,LIMITED LIABILITY PARTNERSHIP,PARKVILLE CARE CENTER,PARKVILLE CARE CENTER,CCNH.0002451,Chronic & Convalescent Nursing Home,ACTIVE,01/30/2019,01-01-2023,12/31/2024,5 GREENWOOD ST,HARTFORD,6106,POINT (-72.710041009 41.754343003),148
930333,"GREENS AT CANNONDALE, THE",LIMITED LIABILITY COMPANY,"GREENS AT CANNONDALE, THE","GREENS AT CANNONDALE, THE",ALSA.0AL0025,Assisted Living Service Agency,ACTIVE IN RENEWAL,01-04-2008,01-04-2022,03/31/2024,435 DANBURY RD,WILTON,6897,POINT (-73.431345016 41.218363001),149
2249391,BRIDGEPORT HOSPITAL LABORATORY,NON-PROFIT CORPORATION,BRIDGEPORT HOSPITAL LABORATORY,BRIDGEPORT HOSPITAL LABORATORY,CLAB.00HP200,Clinical Laboratory,ACTIVE IN RENEWAL,02/19/2004,01-04-2022,03/31/2024,267 GRANT ST,BRIDGEPORT,6610,POINT (-73.166407977 41.18951798),150
930669,APPLE REHAB COCCOMO,CORPORATION,APPLE REHAB COCCOMO,APPLE REHAB COCCOMO,CCNH.002074C,Chronic & Convalescent Nursing Home,ACTIVE,01-04-2009,01-04-2023,03/31/2025,33 CONE AVE,MERIDEN,6450,POINT (-72.754589986 41.522813002),151
929768,LUDLOWE CENTER FOR HEALTH & REHABILITATION,LIMITED LIABILITY PARTNERSHIP,LUDLOWE CENTER FOR HEALTH & REHABILITATION,LUDLOWE CENTER FOR HEALTH & REHABILITATION,CCNH.0002323,Chronic & Convalescent Nursing Home,ACTIVE,01-07-2008,01-07-2022,06/30/2024,118 JEFFERSON ST,FAIRFIELD,6825,POINT (-73.244061029 41.22431302),152
1390339,BROOKDALE CHATFIELD,LIMITED LIABILITY COMPANY,BROOKDALE CHATFIELD,BROOKDALE CHATFIELD,ALSA.0000186,Assisted Living Service Agency,ACTIVE,11/21/2016,01-10-2022,09/30/2024,1 CHATFIELD DR,WEST HARTFORD,6110,POINT (-72.754324029 41.727641989),153
